TimeSlice	Time	LH_GemellusSuperior	LH_GemellusSuperior
1609	0.86886	0.0130726	86.7546
1610	0.8694	0.0130726	86.7549
1611	0.86994	0.0130726	86.7552
1612	0.87048	0.0130725	86.7555
1613	0.87102	0.0130725	86.7558
1614	0.87156	0.0130725	86.7561
1615	0.8721	0.0130725	86.7564
1616	0.87264	0.0130724	86.7568
1617	0.87318	0.0130724	86.7571
1618	0.87372	0.0130724	86.7574
1619	0.87426	0.0130724	86.7574
1620	0.8748	0.0130724	86.7574
1621	0.87534	0.0130724	86.7574
1622	0.87588	0.0130724	86.7574
1623	0.87642	0.0130724	86.7574
1624	0.87696	0.0130724	86.7575
1625	0.8775	0.0130724	86.7575
1626	0.87804	0.0130724	86.7576
1627	0.87858	0.0130724	86.7577
1628	0.87912	0.0130724	86.7579
1629	0.87966	0.0130723	86.758
1630	0.8802	0.0130723	86.7582
1631	0.88074	0.0130723	86.7584
1632	0.88128	0.0130723	86.7587
1633	0.88182	0.0130723	86.7589
1634	0.88236	0.0130723	86.7592
1635	0.8829	0.0130722	86.7596
1636	0.88344	0.0130722	86.7599
1637	0.88398	0.0130722	86.7603
1638	0.88452	0.0130721	86.7606
1639	0.88506	0.0130721	86.761
1640	0.8856	0.0130721	86.7615
1641	0.88614	0.0130721	86.7619
1642	0.88668	0.013072	86.7623
1643	0.88722	0.013072	86.7627
1644	0.88776	0.013072	86.7632
1645	0.8883	0.0130719	86.7636
1646	0.88884	0.0130719	86.764
1647	0.88938	0.0130719	86.7644
1648	0.88992	0.0130718	86.7648
1649	0.89046	0.0130718	86.7653
1650	0.891	0.0130718	86.7656
1651	0.89154	0.0130717	86.7661
1652	0.89208	0.0130717	86.7664
1653	0.89262	0.0130717	86.7668
1654	0.89316	0.0130716	86.7672
1655	0.8937	0.0130716	86.7676
1656	0.89424	0.0130716	86.768
1657	0.89478	0.0130716	86.7683
1658	0.89532	0.0130715	86.7687
1659	0.89586	0.0130715	86.769
1660	0.8964	0.0130715	86.7694
1661	0.89694	0.0130715	86.7697
1662	0.89748	0.0130714	86.7701
1663	0.89802	0.0130714	86.7704
1664	0.89856	0.0130714	86.7708
1665	0.8991	0.0130713	86.7711
1666	0.89964	0.0130713	86.7714
1667	0.90018	0.0130713	86.7718
1668	0.90072	0.0130713	86.7721
1669	0.90126	0.0130712	86.7725
1670	0.9018	0.0130712	86.7729
1671	0.90234	0.0130712	86.7732
1672	0.90288	0.0130712	86.7736
1673	0.90342	0.0130711	86.774
1674	0.90396	0.0130711	86.7743
1675	0.9045	0.0130711	86.7747
1676	0.90504	0.013071	86.7751
1677	0.90558	0.013071	86.7754
1678	0.90612	0.013071	86.7758
1679	0.90666	0.013071	86.7762
1680	0.9072	0.0130709	86.7765
1681	0.90774	0.0130709	86.7769
1682	0.90828	0.0130709	86.7773
1683	0.90882	0.0130708	86.7777
1684	0.90936	0.0130708	86.7781
1685	0.9099	0.0130708	86.7784
1686	0.91044	0.0130708	86.7788
1687	0.91098	0.0130707	86.7791
1688	0.91152	0.0130707	86.7795
1689	0.91206	0.0130707	86.7798
1690	0.9126	0.0130707	86.7802
1691	0.91314	0.0130706	86.7805
1692	0.91368	0.0130706	86.7809
1693	0.91422	0.0130706	86.7812
1694	0.91476	0.0130706	86.7816
1695	0.9153	0.0130705	86.7819
1696	0.91584	0.0130705	86.7822
1697	0.91638	0.0130705	86.7826
1698	0.91692	0.0130705	86.7829
1699	0.91746	0.0130704	86.7832
1700	0.918	0.0130704	86.7835
1701	0.91854	0.0130704	86.7838
1702	0.91908	0.0130704	86.7841
1703	0.91962	0.0130703	86.7845
1704	0.92016	0.0130703	86.7848
1705	0.9207	0.0130703	86.7851
1706	0.92124	0.0130703	86.7854
1707	0.92178	0.0130702	86.7857
1708	0.92232	0.0130702	86.786
1709	0.92286	0.0130702	86.7863
1710	0.9234	0.0130702	86.7866
1711	0.92394	0.0130701	86.7869
1712	0.92448	0.0130701	86.7872
1713	0.92502	0.0130701	86.7875
1714	0.92556	0.0130701	86.7878
1715	0.9261	0.0130701	86.7881
1716	0.92664	0.01307	86.7884
1717	0.92718	0.01307	86.7887
1718	0.92772	0.01307	86.789
1719	0.92826	0.01307	86.7893
1720	0.9288	0.0130699	86.7896
1721	0.92934	0.0130699	86.7899
1722	0.92988	0.0130699	86.7902
1723	0.93042	0.0130699	86.7905
1724	0.93096	0.0130699	86.7908
1725	0.9315	0.0130698	86.7911
1726	0.93204	0.0130698	86.7914
1727	0.93258	0.0130698	86.7917
1728	0.93312	0.0130698	86.792
1729	0.93366	0.0130697	86.7923
1730	0.9342	0.0130697	86.7926
1731	0.93474	0.0130697	86.7929
1732	0.93528	0.0130697	86.7932
1733	0.93582	0.0130696	86.7935
1734	0.93636	0.0130696	86.7938
1735	0.9369	0.0130696	86.7941
1736	0.93744	0.0130696	86.7944
1737	0.93798	0.0130696	86.7947
1738	0.93852	0.0130695	86.795
1739	0.93906	0.0130695	86.795
1740	0.9396	0.0130695	86.795
1741	0.94014	0.0130695	86.795
1742	0.94068	0.0130695	86.795
1743	0.94122	0.0130695	86.795
1744	0.94176	0.0130695	86.795
1745	0.9423	0.0130695	86.7951
1746	0.94284	0.0130695	86.7952
1747	0.94338	0.0130695	86.7952
1748	0.94392	0.0130695	86.7954
1749	0.94446	0.0130695	86.7955
1750	0.945	0.0130695	86.7957
1751	0.94554	0.0130695	86.7959
1752	0.94608	0.0130694	86.7962
1753	0.94662	0.0130694	86.7964
1754	0.94716	0.0130694	86.7967
1755	0.9477	0.0130694	86.797
1756	0.94824	0.0130694	86.7973
1757	0.94878	0.0130693	86.7977
1758	0.94932	0.0130693	86.7981
1759	0.94986	0.0130693	86.7984
1760	0.9504	0.0130692	86.7988
1761	0.95094	0.0130692	86.7992
1762	0.95148	0.0130692	86.7996
1763	0.95202	0.0130691	86.8
1764	0.95256	0.0130691	86.8004
1765	0.9531	0.0130691	86.8008
1766	0.95364	0.0130691	86.8013
1767	0.95418	0.013069	86.8017
1768	0.95472	0.013069	86.8021
1769	0.95526	0.013069	86.8024
1770	0.9558	0.0130689	86.8028
1771	0.95634	0.0130689	86.8032
1772	0.95688	0.0130689	86.8036
1773	0.95742	0.0130689	86.8039
1774	0.95796	0.0130688	86.8043
1775	0.9585	0.0130688	86.8046
1776	0.95904	0.0130688	86.805
1777	0.95958	0.0130687	86.8053
1778	0.96012	0.0130687	86.8056
1779	0.96066	0.0130687	86.806
1780	0.9612	0.0130687	86.8063
1781	0.96174	0.0130686	86.8066
1782	0.96228	0.0130686	86.807
1783	0.96282	0.0130686	86.8073
1784	0.96336	0.0130686	86.8076
1785	0.9639	0.0130685	86.8079
1786	0.96444	0.0130685	86.8083
1787	0.96498	0.0130685	86.8086
1788	0.96552	0.0130685	86.809
1789	0.96606	0.0130684	86.8093
1790	0.9666	0.0130684	86.8096
1791	0.96714	0.0130684	86.8099
1792	0.96768	0.0130684	86.8103
1793	0.96822	0.0130683	86.8106
1794	0.96876	0.0130683	86.811
1795	0.9693	0.0130683	86.8113
1796	0.96984	0.0130683	86.8117
1797	0.97038	0.0130682	86.812
1798	0.97092	0.0130682	86.8124
1799	0.97146	0.0130682	86.8127
1800	0.972	0.0130682	86.8131
1801	0.97254	0.0130681	86.8135
1802	0.97308	0.0130681	86.8138
1803	0.97362	0.0130681	86.8142
1804	0.97416	0.013068	86.8145
1805	0.9747	0.013068	86.8149
1806	0.97524	0.013068	86.8152
1807	0.97578	0.013068	86.8156
1808	0.97632	0.0130679	86.8159
1809	0.97686	0.0130679	86.8162
1810	0.9774	0.0130679	86.8166
1811	0.97794	0.0130679	86.8169
1812	0.97848	0.0130678	86.8172
1813	0.97902	0.0130678	86.8176
1814	0.97956	0.0130678	86.8179
1815	0.9801	0.0130678	86.8182
1816	0.98064	0.0130677	86.8185
1817	0.98118	0.0130677	86.8188
1818	0.98172	0.0130677	86.8191
1819	0.98226	0.0130677	86.8194
1820	0.9828	0.0130676	86.8197
1821	0.98334	0.0130676	86.82
1822	0.98388	0.0130676	86.8203
1823	0.98442	0.0130676	86.8206
1824	0.98496	0.0130676	86.8209
1825	0.9855	0.0130675	86.8212
1826	0.98604	0.0130675	86.8214
1827	0.98658	0.0130675	86.8217
1828	0.98712	0.0130675	86.822
1829	0.98766	0.0130675	86.8223
1830	0.9882	0.0130674	86.8226
1831	0.98874	0.0130674	86.8229
1832	0.98928	0.0130674	86.8231
1833	0.98982	0.0130674	86.8234
1834	0.99036	0.0130673	86.8237
1835	0.9909	0.0130673	86.824
1836	0.99144	0.0130673	86.8243
1837	0.99198	0.0130673	86.8245
1838	0.99252	0.0130673	86.8248
1839	0.99306	0.0130672	86.8251
1840	0.9936	0.0130672	86.8254
1841	0.99414	0.0130672	86.8257
1842	0.99468	0.0130672	86.826
1843	0.99522	0.0130672	86.8262
1844	0.99576	0.0130671	86.8265
1845	0.9963	0.0130671	86.8268
1846	0.99684	0.0130671	86.8271
1847	0.99738	0.0130671	86.8274
1848	0.99792	0.0130671	86.8274
1849	0.99846	0.0130671	86.8274
1850	0.999	0.0130671	86.8274
1851	0.99954	0.0130671	86.8274
1852	1.00008	0.0130671	86.8274
1853	1.00062	0.0130671	86.8274
1854	1.00116	0.0130671	86.8275
1855	1.0017	0.0130671	86.8275
1856	1.00224	0.013067	86.8276
1857	1.00278	0.013067	86.8278
1858	1.00332	0.013067	86.8279
1859	1.00386	0.013067	86.828
1860	1.0044	0.013067	86.8282
1861	1.00494	0.013067	86.8285
1862	1.00548	0.013067	86.8287
1863	1.00602	0.0130669	86.829
1864	1.00656	0.0130669	86.8293
1865	1.0071	0.0130669	86.8296
1866	1.00764	0.0130669	86.8299
1867	1.00818	0.0130668	86.8302
1868	1.00872	0.0130668	86.8306
1869	1.00926	0.0130668	86.8309
1870	1.0098	0.0130668	86.8313
1871	1.01034	0.0130667	86.8317
1872	1.01088	0.0130667	86.8321
1873	1.01142	0.0130667	86.8325
1874	1.01196	0.0130666	86.8328
1875	1.0125	0.0130666	86.8332
1876	1.01304	0.0130666	86.8336
1877	1.01358	0.0130666	86.834
1878	1.01412	0.0130665	86.8343
1879	1.01466	0.0130665	86.8347
1880	1.0152	0.0130665	86.8351
1881	1.01574	0.0130665	86.8354
1882	1.01628	0.0130664	86.8357
1883	1.01682	0.0130664	86.8361
1884	1.01736	0.0130664	86.8364
1885	1.0179	0.0130664	86.8367
1886	1.01844	0.0130663	86.837
1887	1.01898	0.0130663	86.8373
1888	1.01952	0.0130663	86.8377
1889	1.02006	0.0130663	86.8379
1890	1.0206	0.0130662	86.8383
1891	1.02114	0.0130662	86.8386
1892	1.02168	0.0130662	86.8389
1893	1.02222	0.0130662	86.8392
1894	1.02276	0.0130661	86.8395
1895	1.0233	0.0130661	86.8398
1896	1.02384	0.0130661	86.8401
1897	1.02438	0.0130661	86.8404
1898	1.02492	0.013066	86.8407
1899	1.02546	0.013066	86.841
1900	1.026	0.013066	86.8414
1901	1.02654	0.013066	86.8417
1902	1.02708	0.0130659	86.842
1903	1.02762	0.0130659	86.8423
1904	1.02816	0.0130659	86.8427
1905	1.0287	0.0130659	86.843
1906	1.02924	0.0130658	86.8433
1907	1.02978	0.0130658	86.8437
1908	1.03032	0.0130658	86.844
1909	1.03086	0.0130658	86.8444
1910	1.0314	0.0130657	86.8447
1911	1.03194	0.0130657	86.845
1912	1.03248	0.0130657	86.8454
1913	1.03302	0.0130657	86.8457
1914	1.03356	0.0130656	86.846
1915	1.0341	0.0130656	86.8463
1916	1.03464	0.0130656	86.8467
1917	1.03518	0.0130656	86.847
1918	1.03572	0.0130655	86.8473
1919	1.03626	0.0130655	86.8476
1920	1.0368	0.0130655	86.848
1921	1.03734	0.0130655	86.8482
1922	1.03788	0.0130654	86.8486
1923	1.03842	0.0130654	86.8489
1924	1.03896	0.0130654	86.8492
1925	1.0395	0.0130654	86.8495
1926	1.04004	0.0130654	86.8497
1927	1.04058	0.0130653	86.85
1928	1.04112	0.0130653	86.8503
1929	1.04166	0.0130653	86.8506
1930	1.0422	0.0130653	86.8509
1931	1.04274	0.0130653	86.8512
1932	1.04328	0.0130652	86.8514
1933	1.04382	0.0130652	86.8517
1934	1.04436	0.0130652	86.852
1935	1.0449	0.0130652	86.8522
1936	1.04544	0.0130651	86.8525
1937	1.04598	0.0130651	86.8528
1938	1.04652	0.0130651	86.853
1939	1.04706	0.0130651	86.8533
1940	1.0476	0.0130651	86.8536
1941	1.04814	0.013065	86.8539
1942	1.04868	0.013065	86.8541
1943	1.04922	0.013065	86.8544
1944	1.04976	0.013065	86.8547
1945	1.0503	0.013065	86.8549
1946	1.05084	0.0130649	86.8552
1947	1.05138	0.0130649	86.8554
1948	1.05192	0.0130649	86.8557
1949	1.05246	0.0130649	86.856
1950	1.053	0.0130649	86.8563
1951	1.05354	0.0130648	86.8565
1952	1.05408	0.0130648	86.8568
1953	1.05462	0.0130648	86.8571
1954	1.05516	0.0130648	86.8573
1955	1.0557	0.0130648	86.8576
1956	1.05624	0.0130647	86.8579
1957	1.05678	0.0130647	86.8579
1958	1.05732	0.0130647	86.8579
1959	1.05786	0.0130647	86.8579
1960	1.0584	0.0130647	86.8579
1961	1.05894	0.0130647	86.8579
1962	1.05948	0.0130647	86.8579
1963	1.06002	0.0130647	86.858
1964	1.06056	0.0130647	86.858
1965	1.0611	0.0130647	86.8581
1966	1.06164	0.0130647	86.8582
1967	1.06218	0.0130647	86.8584
1968	1.06272	0.0130647	86.8585
1969	1.06326	0.0130647	86.8587
1970	1.0638	0.0130647	86.8589
1971	1.06434	0.0130646	86.8591
1972	1.06488	0.0130646	86.8594
1973	1.06542	0.0130646	86.8596
1974	1.06596	0.0130646	86.8599
1975	1.0665	0.0130646	86.8602
1976	1.06704	0.0130645	86.8605
1977	1.06758	0.0130645	86.8609
1978	1.06812	0.0130645	86.8612
1979	1.06866	0.0130645	86.8616
1980	1.0692	0.0130644	86.8619
1981	1.06974	0.0130644	86.8623
1982	1.07028	0.0130644	86.8626
1983	1.07082	0.0130643	86.863
1984	1.07136	0.0130643	86.8633
1985	1.0719	0.0130643	86.8637
1986	1.07244	0.0130643	86.8641
1987	1.07298	0.0130642	86.8644
1988	1.07352	0.0130642	86.8647
1989	1.07406	0.0130642	86.8651
1990	1.0746	0.0130642	86.8654
1991	1.07514	0.0130641	86.8657
1992	1.07568	0.0130641	86.866
1993	1.07622	0.0130641	86.8663
1994	1.07676	0.0130641	86.8666
1995	1.0773	0.013064	86.8669
1996	1.07784	0.013064	86.8672
1997	1.07838	0.013064	86.8675
1998	1.07892	0.013064	86.8678
1999	1.07946	0.013064	86.8681
2000	1.08	0.0130639	86.8684
2001	1.08054	0.0130639	86.8687
2002	1.08108	0.0130639	86.8689
2003	1.08162	0.0130639	86.8692
2004	1.08216	0.0130639	86.8695
2005	1.0827	0.0130638	86.8698
2006	1.08324	0.0130638	86.8701
2007	1.08378	0.0130638	86.8704
2008	1.08432	0.0130638	86.8707
2009	1.08486	0.0130637	86.871
2010	1.0854	0.0130637	86.8713
2011	1.08594	0.0130637	86.8716
2012	1.08648	0.0130637	86.8719
2013	1.08702	0.0130636	86.8723
2014	1.08756	0.0130636	86.8726
2015	1.0881	0.0130636	86.8729
2016	1.08864	0.0130636	86.8732
2017	1.08918	0.0130635	86.8735
2018	1.08972	0.0130635	86.8738
2019	1.09026	0.0130635	86.8742
2020	1.0908	0.0130635	86.8745
2021	1.09134	0.0130635	86.8748
2022	1.09188	0.0130634	86.8751
2023	1.09242	0.0130634	86.8754
2024	1.09296	0.0130634	86.8757
2025	1.0935	0.0130634	86.876
2026	1.09404	0.0130633	86.8763
2027	1.09458	0.0130633	86.8766
2028	1.09512	0.0130633	86.8769
2029	1.09566	0.0130633	86.8772
2030	1.0962	0.0130632	86.8775
2031	1.09674	0.0130632	86.8778
2032	1.09728	0.0130632	86.8781
2033	1.09782	0.0130632	86.8784
2034	1.09836	0.0130632	86.8786
2035	1.0989	0.0130631	86.8789
2036	1.09944	0.0130631	86.8792
2037	1.09998	0.0130631	86.8794
2038	1.10052	0.0130631	86.8797
2039	1.10106	0.0130631	86.88
2040	1.1016	0.013063	86.8802
2041	1.10214	0.013063	86.8805
2042	1.10268	0.013063	86.8807
2043	1.10322	0.013063	86.881
2044	1.10376	0.013063	86.8813
2045	1.1043	0.0130629	86.8815
2046	1.10484	0.0130629	86.8818
2047	1.10538	0.0130629	86.882
2048	1.10592	0.0130629	86.8823
2049	1.10646	0.0130629	86.8825
2050	1.107	0.0130628	86.8828
2051	1.10754	0.0130628	86.883
2052	1.10808	0.0130628	86.8833
2053	1.10862	0.0130628	86.8835
2054	1.10916	0.0130628	86.8838
2055	1.1097	0.0130627	86.884
2056	1.11024	0.0130627	86.8843
2057	1.11078	0.0130627	86.8845
2058	1.11132	0.0130627	86.8848
2059	1.11186	0.0130627	86.885
2060	1.1124	0.0130627	86.8853
2061	1.11294	0.0130626	86.8855
2062	1.11348	0.0130626	86.8858
2063	1.11402	0.0130626	86.886
2064	1.11456	0.0130626	86.8863
2065	1.1151	0.0130626	86.8865
2066	1.11564	0.0130626	86.8865
2067	1.11618	0.0130626	86.8865
2068	1.11672	0.0130626	86.8865
2069	1.11726	0.0130626	86.8865
2070	1.1178	0.0130626	86.8866
2071	1.11834	0.0130626	86.8866
2072	1.11888	0.0130625	86.8866
2073	1.11942	0.0130625	86.8867
2074	1.11996	0.0130625	86.8868
2075	1.1205	0.0130625	86.8869
2076	1.12104	0.0130625	86.887
2077	1.12158	0.0130625	86.8871
2078	1.12212	0.0130625	86.8873
2079	1.12266	0.0130625	86.8875
2080	1.1232	0.0130625	86.8877
2081	1.12374	0.0130624	86.8879
2082	1.12428	0.0130624	86.8882
2083	1.12482	0.0130624	86.8885
2084	1.12536	0.0130624	86.8887
2085	1.1259	0.0130624	86.889
2086	1.12644	0.0130623	86.8894
2087	1.12698	0.0130623	86.8897
2088	1.12752	0.0130623	86.89
2089	1.12806	0.0130623	86.8903
2090	1.1286	0.0130622	86.8907
2091	1.12914	0.0130622	86.891
2092	1.12968	0.0130622	86.8913
2093	1.13022	0.0130622	86.8917
2094	1.13076	0.0130621	86.892
2095	1.1313	0.0130621	86.8923
2096	1.13184	0.0130621	86.8927
2097	1.13238	0.0130621	86.893
2098	1.13292	0.013062	86.8933
2099	1.13346	0.013062	86.8936
2100	1.134	0.013062	86.8939
2101	1.13454	0.013062	86.8942
2102	1.13508	0.0130619	86.8945
2103	1.13562	0.0130619	86.8947
2104	1.13616	0.0130619	86.895
2105	1.1367	0.0130619	86.8953
2106	1.13724	0.0130619	86.8956
2107	1.13778	0.0130618	86.8958
2108	1.13832	0.0130618	86.8961
2109	1.13886	0.0130618	86.8964
2110	1.1394	0.0130618	86.8966
2111	1.13994	0.0130618	86.8969
2112	1.14048	0.0130617	86.8972
2113	1.14102	0.0130617	86.8975
2114	1.14156	0.0130617	86.8977
2115	1.1421	0.0130617	86.898
2116	1.14264	0.0130617	86.8983
2117	1.14318	0.0130616	86.8985
2118	1.14372	0.0130616	86.8988
2119	1.14426	0.0130616	86.8991
2120	1.1448	0.0130616	86.8994
2121	1.14534	0.0130615	86.8997
2122	1.14588	0.0130615	86.9
2123	1.14642	0.0130615	86.9003
2124	1.14696	0.0130615	86.9006
2125	1.1475	0.0130615	86.9009
2126	1.14804	0.0130614	86.9012
2127	1.14858	0.0130614	86.9015
2128	1.14912	0.0130614	86.9018
2129	1.14966	0.0130614	86.9021
2130	1.1502	0.0130613	86.9024
2131	1.15074	0.0130613	86.9026
2132	1.15128	0.0130613	86.903
2133	1.15182	0.0130613	86.9032
2134	1.15236	0.0130613	86.9035
2135	1.1529	0.0130612	86.9038
2136	1.15344	0.0130612	86.9041
2137	1.15398	0.0130612	86.9044
2138	1.15452	0.0130612	86.9047
2139	1.15506	0.0130611	86.9049
2140	1.1556	0.0130611	86.9052
2141	1.15614	0.0130611	86.9055
2142	1.15668	0.0130611	86.9057
2143	1.15722	0.0130611	86.906
2144	1.15776	0.013061	86.9063
2145	1.1583	0.013061	86.9065
2146	1.15884	0.013061	86.9068
2147	1.15938	0.013061	86.907
2148	1.15992	0.013061	86.9072
2149	1.16046	0.013061	86.9075
2150	1.161	0.0130609	86.9078
2151	1.16154	0.0130609	86.908
2152	1.16208	0.0130609	86.9082
2153	1.16262	0.0130609	86.9085
2154	1.16316	0.0130609	86.9087
2155	1.1637	0.0130608	86.9089
2156	1.16424	0.0130608	86.9092
2157	1.16478	0.0130608	86.9094
2158	1.16532	0.0130608	86.9096
2159	1.16586	0.0130608	86.9099
2160	1.1664	0.0130608	86.9101
2161	1.16694	0.0130607	86.9103
2162	1.16748	0.0130607	86.9106
2163	1.16802	0.0130607	86.9108
2164	1.16856	0.0130607	86.911
2165	1.1691	0.0130607	86.9113
2166	1.16964	0.0130606	86.9115
2167	1.17018	0.0130606	86.9118
2168	1.17072	0.0130606	86.912
2169	1.17126	0.0130606	86.9122
2170	1.1718	0.0130606	86.9124
2171	1.17234	0.0130606	86.9127
2172	1.17288	0.0130605	86.9129
2173	1.17342	0.0130605	86.9131
2174	1.17396	0.0130605	86.9134
2175	1.1745	0.0130605	86.9134
2176	1.17504	0.0130605	86.9134
2177	1.17558	0.0130605	86.9134
2178	1.17612	0.0130605	86.9134
2179	1.17666	0.0130605	86.9134
2180	1.1772	0.0130605	86.9134
2181	1.17774	0.0130605	86.9135
2182	1.17828	0.0130605	86.9135
2183	1.17882	0.0130605	86.9136
2184	1.17936	0.0130605	86.9137
2185	1.1799	0.0130605	86.9138
2186	1.18044	0.0130605	86.914
2187	1.18098	0.0130604	86.9141
2188	1.18152	0.0130604	86.9143
2189	1.18206	0.0130604	86.9145
2190	1.1826	0.0130604	86.9147
2191	1.18314	0.0130604	86.9149
2192	1.18368	0.0130604	86.9152
2193	1.18422	0.0130603	86.9154
2194	1.18476	0.0130603	86.9157
2195	1.1853	0.0130603	86.916
2196	1.18584	0.0130603	86.9163
2197	1.18638	0.0130603	86.9166
2198	1.18692	0.0130602	86.9169
2199	1.18746	0.0130602	86.9172
2200	1.188	0.0130602	86.9176
2201	1.18854	0.0130602	86.9179
2202	1.18908	0.0130601	86.9182
2203	1.18962	0.0130601	86.9185
2204	1.19016	0.0130601	86.9188
2205	1.1907	0.0130601	86.9191
2206	1.19124	0.01306	86.9194
2207	1.19178	0.01306	86.9197
2208	1.19232	0.01306	86.92
2209	1.19286	0.01306	86.9203
2210	1.1934	0.01306	86.9205
2211	1.19394	0.0130599	86.9208
2212	1.19448	0.0130599	86.9211
2213	1.19502	0.0130599	86.9213
2214	1.19556	0.0130599	86.9216
2215	1.1961	0.0130599	86.9218
2216	1.19664	0.0130598	86.9221
2217	1.19718	0.0130598	86.9223
2218	1.19772	0.0130598	86.9226
2219	1.19826	0.0130598	86.9228
2220	1.1988	0.0130598	86.9231
2221	1.19934	0.0130597	86.9233
2222	1.19988	0.0130597	86.9236
2223	1.20042	0.0130597	86.9238
2224	1.20096	0.0130597	86.9241
2225	1.2015	0.0130597	86.9243
2226	1.20204	0.0130596	86.9246
2227	1.20258	0.0130596	86.9249
2228	1.20312	0.0130596	86.9251
2229	1.20366	0.0130596	86.9254
2230	1.2042	0.0130596	86.9257
2231	1.20474	0.0130595	86.926
2232	1.20528	0.0130595	86.9262
2233	1.20582	0.0130595	86.9265
2234	1.20636	0.0130595	86.9268
2235	1.2069	0.0130595	86.927
2236	1.20744	0.0130594	86.9273
2237	1.20798	0.0130594	86.9276
2238	1.20852	0.0130594	86.9279
2239	1.20906	0.0130594	86.9282
2240	1.2096	0.0130593	86.9285
2241	1.21014	0.0130593	86.9287
2242	1.21068	0.0130593	86.929
2243	1.21122	0.0130593	86.9293
2244	1.21176	0.0130593	86.9296
2245	1.2123	0.0130592	86.9298
2246	1.21284	0.0130592	86.9301
2247	1.21338	0.0130592	86.9303
2248	1.21392	0.0130592	86.9306
2249	1.21446	0.0130592	86.9308
2250	1.215	0.0130591	86.9311
2251	1.21554	0.0130591	86.9313
2252	1.21608	0.0130591	86.9316
2253	1.21662	0.0130591	86.9318
2254	1.21716	0.0130591	86.9321
2255	1.2177	0.0130591	86.9323
2256	1.21824	0.013059	86.9325
2257	1.21878	0.013059	86.9328
2258	1.21932	0.013059	86.933
2259	1.21986	0.013059	86.9332
2260	1.2204	0.013059	86.9334
2261	1.22094	0.013059	86.9336
2262	1.22148	0.0130589	86.9339
2263	1.22202	0.0130589	86.9341
2264	1.22256	0.0130589	86.9343
2265	1.2231	0.0130589	86.9345
2266	1.22364	0.0130589	86.9347
2267	1.22418	0.0130589	86.935
2268	1.22472	0.0130588	86.9352
2269	1.22526	0.0130588	86.9354
2270	1.2258	0.0130588	86.9356
2271	1.22634	0.0130588	86.9358
2272	1.22688	0.0130588	86.9361
2273	1.22742	0.0130588	86.9363
2274	1.22796	0.0130587	86.9365
2275	1.2285	0.0130587	86.9367
2276	1.22904	0.0130587	86.9369
2277	1.22958	0.0130587	86.9371
2278	1.23012	0.0130587	86.9373
2279	1.23066	0.0130587	86.9376
2280	1.2312	0.0130586	86.9378
2281	1.23174	0.0130586	86.938
2282	1.23228	0.0130586	86.9382
2283	1.23282	0.0130586	86.9384
2284	1.23336	0.0130586	86.9384
2285	1.2339	0.0130586	86.9384
2286	1.23444	0.0130586	86.9385
2287	1.23498	0.0130586	86.9385
2288	1.23552	0.0130586	86.9385
2289	1.23606	0.0130586	86.9385
2290	1.2366	0.0130586	86.9385
2291	1.23714	0.0130586	86.9386
2292	1.23768	0.0130586	86.9387
2293	1.23822	0.0130586	86.9387
2294	1.23876	0.0130586	86.9388
2295	1.2393	0.0130585	86.939
2296	1.23984	0.0130585	86.9391
2297	1.24038	0.0130585	86.9393
2298	1.24092	0.0130585	86.9395
2299	1.24146	0.0130585	86.9397
2300	1.242	0.0130585	86.9399
2301	1.24254	0.0130585	86.9401
2302	1.24308	0.0130584	86.9404
2303	1.24362	0.0130584	86.9406
2304	1.24416	0.0130584	86.9409
2305	1.2447	0.0130584	86.9412
2306	1.24524	0.0130584	86.9415
2307	1.24578	0.0130583	86.9418
2308	1.24632	0.0130583	86.942
2309	1.24686	0.0130583	86.9424
2310	1.2474	0.0130583	86.9427
2311	1.24794	0.0130582	86.9429
2312	1.24848	0.0130582	86.9432
2313	1.24902	0.0130582	86.9435
2314	1.24956	0.0130582	86.9438
2315	1.2501	0.0130582	86.9441
2316	1.25064	0.0130581	86.9444
2317	1.25118	0.0130581	86.9446
2318	1.25172	0.0130581	86.9448
2319	1.25226	0.0130581	86.9451
2320	1.2528	0.0130581	86.9454
2321	1.25334	0.013058	86.9456
2322	1.25388	0.013058	86.9458
2323	1.25442	0.013058	86.9461
2324	1.25496	0.013058	86.9463
2325	1.2555	0.013058	86.9466
2326	1.25604	0.0130579	86.9468
2327	1.25658	0.0130579	86.947
2328	1.25712	0.0130579	86.9473
2329	1.25766	0.0130579	86.9475
2330	1.2582	0.0130579	86.9477
2331	1.25874	0.0130579	86.948
2332	1.25928	0.0130578	86.9482
2333	1.25982	0.0130578	86.9484
2334	1.26036	0.0130578	86.9487
2335	1.2609	0.0130578	86.9489
2336	1.26144	0.0130578	86.9492
2337	1.26198	0.0130577	86.9494
2338	1.26252	0.0130577	86.9497
2339	1.26306	0.0130577	86.9499
2340	1.2636	0.0130577	86.9502
2341	1.26414	0.0130577	86.9504
2342	1.26468	0.0130576	86.9507
2343	1.26522	0.0130576	86.9509
2344	1.26576	0.0130576	86.9512
2345	1.2663	0.0130576	86.9515
2346	1.26684	0.0130576	86.9517
2347	1.26738	0.0130575	86.952
2348	1.26792	0.0130575	86.9522
2349	1.26846	0.0130575	86.9525
2350	1.269	0.0130575	86.9528
2351	1.26954	0.0130575	86.953
2352	1.27008	0.0130575	86.9533
