TimeSlice	Time	LH_GemellusSuperior	LH_GemellusSuperior
3553	1.91862	0.0132731	83.9842
3554	1.91916	0.0132726	83.992
3555	1.9197	0.013272	83.9999
3556	1.92024	0.0132715	84.0079
3557	1.92078	0.0132709	84.016
3558	1.92132	0.0132703	84.0242
3559	1.92186	0.0132697	84.0326
3560	1.9224	0.0132692	84.0411
3561	1.92294	0.0132686	84.0496
3562	1.92348	0.013268	84.0582
3563	1.92402	0.0132674	84.0669
3564	1.92456	0.0132668	84.0757
3565	1.9251	0.0132662	84.0844
3566	1.92564	0.0132655	84.0933
3567	1.92618	0.0132649	84.1022
3568	1.92672	0.0132643	84.111
3569	1.92726	0.0132637	84.1199
3570	1.9278	0.0132631	84.1288
3571	1.92834	0.0132625	84.1376
3572	1.92888	0.0132619	84.1464
3573	1.92942	0.0132613	84.1551
3574	1.92996	0.0132606	84.1638
3575	1.9305	0.01326	84.1725
3576	1.93104	0.0132595	84.181
3577	1.93158	0.0132589	84.1894
3578	1.93212	0.0132583	84.1978
3579	1.93266	0.0132577	84.206
3580	1.9332	0.0132571	84.2142
3581	1.93374	0.0132566	84.2223
3582	1.93428	0.013256	84.2302
3583	1.93482	0.0132555	84.238
3584	1.93536	0.0132549	84.2457
3585	1.9359	0.0132544	84.2533
3586	1.93644	0.0132539	84.2608
3587	1.93698	0.0132534	84.2682
3588	1.93752	0.0132529	84.2755
3589	1.93806	0.0132524	84.2826
3590	1.9386	0.0132519	84.2897
3591	1.93914	0.0132514	84.2966
3592	1.93968	0.0132509	84.3034
3593	1.94022	0.0132505	84.3102
3594	1.94076	0.01325	84.3168
3595	1.9413	0.0132495	84.3234
3596	1.94184	0.0132491	84.3298
3597	1.94238	0.0132486	84.3361
3598	1.94292	0.0132482	84.3424
3599	1.94346	0.0132478	84.3486
3600	1.944	0.0132473	84.3547
3601	1.94454	0.0132469	84.3607
3602	1.94508	0.0132465	84.3666
3603	1.94562	0.0132461	84.3724
3604	1.94616	0.0132457	84.3782
3605	1.9467	0.0132453	84.3838
3606	1.94724	0.0132449	84.3894
3607	1.94778	0.0132445	84.3949
3608	1.94832	0.0132441	84.4004
3609	1.94886	0.0132438	84.4057
3610	1.9494	0.0132434	84.411
3611	1.94994	0.013243	84.4162
3612	1.95048	0.0132427	84.4212
3613	1.95102	0.0132423	84.4263
3614	1.95156	0.013242	84.4312
3615	1.9521	0.0132417	84.4361
3616	1.95264	0.0132413	84.4408
3617	1.95318	0.013241	84.4455
3618	1.95372	0.0132407	84.4501
3619	1.95426	0.0132403	84.4546
3620	1.9548	0.01324	84.4591
3621	1.95534	0.0132397	84.4635
3622	1.95588	0.0132394	84.4678
3623	1.95642	0.0132391	84.472
3624	1.95696	0.0132388	84.4762
3625	1.9575	0.0132385	84.4803
3626	1.95804	0.0132383	84.4844
3627	1.95858	0.013238	84.4884
3628	1.95912	0.0132377	84.4924
3629	1.95966	0.0132374	84.4963
3630	1.9602	0.0132372	84.5002
3631	1.96074	0.0132369	84.504
3632	1.96128	0.0132366	84.5079
3633	1.96182	0.0132363	84.5116
3634	1.96236	0.0132361	84.5154
3635	1.9629	0.0132358	84.5191
3636	1.96344	0.0132356	84.5228
3637	1.96398	0.0132353	84.5266
3638	1.96452	0.013235	84.5303
3639	1.96506	0.0132348	84.534
3640	1.9656	0.0132345	84.5377
3641	1.96614	0.0132343	84.5414
3642	1.96668	0.013234	84.5451
3643	1.96722	0.0132337	84.5488
3644	1.96776	0.0132335	84.5525
3645	1.9683	0.0132332	84.5562
3646	1.96884	0.0132329	84.56
3647	1.96938	0.0132327	84.5638
3648	1.96992	0.0132324	84.5676
3649	1.97046	0.0132321	84.5714
3650	1.971	0.0132319	84.5752
3651	1.97154	0.0132316	84.579
3652	1.97208	0.0132313	84.5829
3653	1.97262	0.0132311	84.5868
3654	1.97316	0.0132308	84.5907
3655	1.9737	0.0132305	84.5946
3656	1.97424	0.0132302	84.5986
3657	1.97478	0.0132299	84.6026
3658	1.97532	0.0132297	84.6066
3659	1.97586	0.0132294	84.6106
3660	1.9764	0.0132291	84.6146
3661	1.97694	0.0132288	84.6187
3662	1.97748	0.0132285	84.6228
3663	1.97802	0.0132282	84.6269
3664	1.97856	0.0132279	84.631
3665	1.9791	0.0132276	84.6352
3666	1.97964	0.0132274	84.6394
3667	1.98018	0.0132271	84.6436
3668	1.98072	0.0132268	84.6478
3669	1.98126	0.0132265	84.652
3670	1.9818	0.0132262	84.6563
3671	1.98234	0.0132259	84.6606
3672	1.98288	0.0132256	84.6649
3673	1.98342	0.0132252	84.6692
3674	1.98396	0.0132249	84.6736
3675	1.9845	0.0132246	84.6779
3676	1.98504	0.0132243	84.6823
3677	1.98558	0.013224	84.6867
3678	1.98612	0.0132237	84.6911
3679	1.98666	0.0132234	84.6955
3680	1.9872	0.0132231	84.7
3681	1.98774	0.0132228	84.7045
3682	1.98828	0.0132224	84.7089
3683	1.98882	0.0132221	84.7134
3684	1.98936	0.0132218	84.7179
3685	1.9899	0.0132215	84.7224
3686	1.99044	0.0132212	84.7269
3687	1.99098	0.0132208	84.7315
3688	1.99152	0.0132205	84.736
3689	1.99206	0.0132202	84.7406
3690	1.9926	0.0132199	84.7451
3691	1.99314	0.0132196	84.7497
3692	1.99368	0.0132192	84.7543
3693	1.99422	0.0132189	84.7588
3694	1.99476	0.0132186	84.7634
3695	1.9953	0.0132183	84.768
3696	1.99584	0.0132179	84.7725
3697	1.99638	0.0132176	84.7771
3698	1.99692	0.0132173	84.7816
3699	1.99746	0.013217	84.7862
3700	1.998	0.0132166	84.7907
3701	1.99854	0.0132163	84.7953
3702	1.99908	0.013216	84.7998
3703	1.99962	0.0132157	84.8043
3704	2.00016	0.0132154	84.8088
3705	2.0007	0.0132151	84.8133
3706	2.00124	0.0132147	84.8177
3707	2.00178	0.0132144	84.8222
3708	2.00232	0.0132141	84.8266
3709	2.00286	0.0132138	84.831
3710	2.0034	0.0132135	84.8354
3711	2.00394	0.0132132	84.8398
3712	2.00448	0.0132129	84.8442
3713	2.00502	0.0132125	84.8485
3714	2.00556	0.0132122	84.8528
3715	2.0061	0.0132119	84.8572
3716	2.00664	0.0132116	84.8614
3717	2.00718	0.0132113	84.8657
3718	2.00772	0.013211	84.8699
3719	2.00826	0.0132107	84.8741
3720	2.0088	0.0132104	84.8783
3721	2.00934	0.0132101	84.8825
3722	2.00988	0.0132098	84.8866
3723	2.01042	0.0132095	84.8907
3724	2.01096	0.0132093	84.8949
3725	2.0115	0.013209	84.8989
3726	2.01204	0.0132087	84.903
3727	2.01258	0.0132084	84.907
3728	2.01312	0.0132081	84.911
3729	2.01366	0.0132078	84.915
3730	2.0142	0.0132075	84.9189
3731	2.01474	0.0132073	84.9229
3732	2.01528	0.013207	84.9268
3733	2.01582	0.0132067	84.9307
3734	2.01636	0.0132064	84.9346
3735	2.0169	0.0132062	84.9384
3736	2.01744	0.0132059	84.9422
3737	2.01798	0.0132056	84.946
3738	2.01852	0.0132053	84.9498
3739	2.01906	0.0132051	84.9536
3740	2.0196	0.0132048	84.9573
3741	2.02014	0.0132045	84.961
3742	2.02068	0.0132043	84.9647
3743	2.02122	0.013204	84.9684
3744	2.02176	0.0132038	84.9721
3745	2.0223	0.0132035	84.9757
3746	2.02284	0.0132032	84.9793
3747	2.02338	0.013203	84.9829
3748	2.02392	0.0132027	84.9865
3749	2.02446	0.0132025	84.9901
3750	2.025	0.0132022	84.9937
3751	2.02554	0.013202	84.9972
3752	2.02608	0.0132017	85.0007
3753	2.02662	0.0132015	85.0042
3754	2.02716	0.0132012	85.0077
3755	2.0277	0.013201	85.0112
3756	2.02824	0.0132007	85.0147
3757	2.02878	0.0132005	85.0181
3758	2.02932	0.0132002	85.0216
3759	2.02986	0.0132	85.025
3760	2.0304	0.0131997	85.0284
3761	2.03094	0.0131995	85.0318
3762	2.03148	0.0131992	85.0353
3763	2.03202	0.013199	85.0387
3764	2.03256	0.0131988	85.042
3765	2.0331	0.0131985	85.0454
3766	2.03364	0.0131983	85.0488
3767	2.03418	0.013198	85.0521
3768	2.03472	0.0131978	85.0555
3769	2.03526	0.0131976	85.0588
3770	2.0358	0.0131973	85.0622
3771	2.03634	0.0131971	85.0655
3772	2.03688	0.0131968	85.0688
3773	2.03742	0.0131966	85.0722
3774	2.03796	0.0131964	85.0755
3775	2.0385	0.0131961	85.0788
3776	2.03904	0.0131959	85.0821
3777	2.03958	0.0131957	85.0854
3778	2.04012	0.0131954	85.0887
3779	2.04066	0.0131952	85.092
3780	2.0412	0.0131949	85.0953
3781	2.04174	0.0131947	85.0986
3782	2.04228	0.0131945	85.1019
3783	2.04282	0.0131942	85.1052
3784	2.04336	0.013194	85.1085
3785	2.0439	0.0131938	85.1118
3786	2.04444	0.0131935	85.1151
3787	2.04498	0.0131933	85.1184
3788	2.04552	0.0131931	85.1217
3789	2.04606	0.0131928	85.125
3790	2.0466	0.0131926	85.1283
3791	2.04714	0.0131923	85.1316
3792	2.04768	0.0131921	85.1349
3793	2.04822	0.0131919	85.1382
3794	2.04876	0.0131916	85.1415
3795	2.0493	0.0131914	85.1448
3796	2.04984	0.0131912	85.148
3797	2.05038	0.0131909	85.1513
3798	2.05092	0.0131907	85.1546
3799	2.05146	0.0131905	85.1579
3800	2.052	0.0131902	85.1612
3801	2.05254	0.01319	85.1644
3802	2.05308	0.0131898	85.1677
3803	2.05362	0.0131895	85.171
3804	2.05416	0.0131893	85.1743
3805	2.0547	0.013189	85.1775
3806	2.05524	0.0131888	85.1808
3807	2.05578	0.0131886	85.1841
3808	2.05632	0.0131883	85.1873
3809	2.05686	0.0131881	85.1906
3810	2.0574	0.0131879	85.1939
3811	2.05794	0.0131876	85.1971
3812	2.05848	0.0131874	85.2004
3813	2.05902	0.0131872	85.2036
3814	2.05956	0.0131869	85.2069
3815	2.0601	0.0131867	85.2101
3816	2.06064	0.0131865	85.2133
3817	2.06118	0.0131862	85.2166
3818	2.06172	0.013186	85.2198
3819	2.06226	0.0131858	85.223
3820	2.0628	0.0131855	85.2263
3821	2.06334	0.0131853	85.2295
3822	2.06388	0.0131851	85.2327
3823	2.06442	0.0131849	85.2359
3824	2.06496	0.0131846	85.2391
3825	2.0655	0.0131844	85.2423
3826	2.06604	0.0131842	85.2455
3827	2.06658	0.0131839	85.2487
3828	2.06712	0.0131837	85.2519
3829	2.06766	0.0131835	85.2551
3830	2.0682	0.0131832	85.2582
3831	2.06874	0.013183	85.2614
3832	2.06928	0.0131828	85.2646
3833	2.06982	0.0131826	85.2677
3834	2.07036	0.0131823	85.2709
3835	2.0709	0.0131821	85.274
3836	2.07144	0.0131819	85.2771
3837	2.07198	0.0131817	85.2803
3838	2.07252	0.0131814	85.2834
3839	2.07306	0.0131812	85.2865
3840	2.0736	0.013181	85.2896
3841	2.07414	0.0131808	85.2927
3842	2.07468	0.0131805	85.2958
3843	2.07522	0.0131803	85.2989
3844	2.07576	0.0131801	85.3019
3845	2.0763	0.0131799	85.305
3846	2.07684	0.0131797	85.308
3847	2.07738	0.0131794	85.3111
3848	2.07792	0.0131792	85.3141
3849	2.07846	0.013179	85.3171
3850	2.079	0.0131788	85.3202
3851	2.07954	0.0131786	85.3232
3852	2.08008	0.0131783	85.3262
3853	2.08062	0.0131781	85.3292
3854	2.08116	0.0131779	85.3321
3855	2.0817	0.0131777	85.3351
3856	2.08224	0.0131775	85.3381
3857	2.08278	0.0131773	85.3411
3858	2.08332	0.0131771	85.344
3859	2.08386	0.0131768	85.347
3860	2.0844	0.0131766	85.3499
3861	2.08494	0.0131764	85.3528
3862	2.08548	0.0131762	85.3557
3863	2.08602	0.013176	85.3587
3864	2.08656	0.0131758	85.3616
3865	2.0871	0.0131756	85.3645
3866	2.08764	0.0131754	85.3674
3867	2.08818	0.0131752	85.3702
3868	2.08872	0.013175	85.3731
3869	2.08926	0.0131747	85.376
3870	2.0898	0.0131745	85.3788
3871	2.09034	0.0131743	85.3817
3872	2.09088	0.0131741	85.3845
3873	2.09142	0.0131739	85.3874
3874	2.09196	0.0131737	85.3902
3875	2.0925	0.0131735	85.393
3876	2.09304	0.0131733	85.3958
3877	2.09358	0.0131731	85.3986
3878	2.09412	0.0131729	85.4014
3879	2.09466	0.0131727	85.4042
3880	2.0952	0.0131725	85.407
3881	2.09574	0.0131723	85.4098
3882	2.09628	0.0131721	85.4126
3883	2.09682	0.0131719	85.4153
3884	2.09736	0.0131717	85.4181
3885	2.0979	0.0131715	85.4208
3886	2.09844	0.0131713	85.4236
3887	2.09898	0.0131711	85.4264
3888	2.09952	0.0131709	85.4291
3889	2.10006	0.0131707	85.4318
3890	2.1006	0.0131705	85.4345
3891	2.10114	0.0131703	85.4373
3892	2.10168	0.0131701	85.44
3893	2.10222	0.0131699	85.4427
3894	2.10276	0.0131697	85.4454
3895	2.1033	0.0131695	85.4481
3896	2.10384	0.0131693	85.4508
3897	2.10438	0.0131691	85.4535
3898	2.10492	0.0131689	85.4561
3899	2.10546	0.0131688	85.4588
3900	2.106	0.0131686	85.4615
3901	2.10654	0.0131684	85.4641
3902	2.10708	0.0131682	85.4668
3903	2.10762	0.013168	85.4695
3904	2.10816	0.0131678	85.4721
3905	2.1087	0.0131676	85.4748
3906	2.10924	0.0131674	85.4774
3907	2.10978	0.0131672	85.4801
3908	2.11032	0.013167	85.4827
3909	2.11086	0.0131668	85.4853
3910	2.1114	0.0131666	85.488
3911	2.11194	0.0131664	85.4906
3912	2.11248	0.0131663	85.4932
3913	2.11302	0.0131661	85.4958
3914	2.11356	0.0131659	85.4984
3915	2.1141	0.0131657	85.501
3916	2.11464	0.0131655	85.5036
3917	2.11518	0.0131653	85.5062
3918	2.11572	0.0131651	85.5088
3919	2.11626	0.0131649	85.5114
3920	2.1168	0.0131647	85.514
3921	2.11734	0.0131646	85.5166
3922	2.11788	0.0131644	85.5191
3923	2.11842	0.0131642	85.5217
3924	2.11896	0.013164	85.5243
3925	2.1195	0.0131638	85.5269
3926	2.12004	0.0131636	85.5294
3927	2.12058	0.0131634	85.532
3928	2.12112	0.0131633	85.5346
3929	2.12166	0.0131631	85.5371
3930	2.1222	0.0131629	85.5397
3931	2.12274	0.0131627	85.5423
3932	2.12328	0.0131625	85.5448
3933	2.12382	0.0131623	85.5473
3934	2.12436	0.0131621	85.5499
3935	2.1249	0.0131619	85.5524
3936	2.12544	0.0131618	85.555
3937	2.12598	0.0131616	85.5575
3938	2.12652	0.0131614	85.5601
3939	2.12706	0.0131612	85.5626
3940	2.1276	0.013161	85.5651
3941	2.12814	0.0131608	85.5676
3942	2.12868	0.0131607	85.5702
3943	2.12922	0.0131605	85.5727
3944	2.12976	0.0131603	85.5752
3945	2.1303	0.0131601	85.5777
3946	2.13084	0.0131599	85.5802
3947	2.13138	0.0131597	85.5827
3948	2.13192	0.0131596	85.5852
3949	2.13246	0.0131594	85.5878
3950	2.133	0.0131592	85.5903
3951	2.13354	0.013159	85.5927
3952	2.13408	0.0131588	85.5952
3953	2.13462	0.0131587	85.5977
3954	2.13516	0.0131585	85.6002
3955	2.1357	0.0131583	85.6027
3956	2.13624	0.0131581	85.6051
3957	2.13678	0.0131579	85.6076
3958	2.13732	0.0131578	85.6101
3959	2.13786	0.0131576	85.6125
3960	2.1384	0.0131574	85.615
3961	2.13894	0.0131572	85.6175
3962	2.13948	0.013157	85.6199
3963	2.14002	0.0131569	85.6224
3964	2.14056	0.0131567	85.6248
3965	2.1411	0.0131565	85.6272
3966	2.14164	0.0131563	85.6296
3967	2.14218	0.0131561	85.6321
3968	2.14272	0.013156	85.6345
3969	2.14326	0.0131558	85.6369
3970	2.1438	0.0131556	85.6394
3971	2.14434	0.0131554	85.6418
3972	2.14488	0.0131553	85.6442
3973	2.14542	0.0131551	85.6466
3974	2.14596	0.0131549	85.649
3975	2.1465	0.0131547	85.6514
3976	2.14704	0.0131546	85.6537
3977	2.14758	0.0131544	85.6562
3978	2.14812	0.0131542	85.6585
3979	2.14866	0.013154	85.6609
3980	2.1492	0.0131539	85.6633
3981	2.14974	0.0131537	85.6657
3982	2.15028	0.0131535	85.668
3983	2.15082	0.0131534	85.6704
3984	2.15136	0.0131532	85.6727
3985	2.1519	0.013153	85.6751
3986	2.15244	0.0131528	85.6775
3987	2.15298	0.0131527	85.6798
3988	2.15352	0.0131525	85.6821
3989	2.15406	0.0131523	85.6845
3990	2.1546	0.0131522	85.6868
3991	2.15514	0.013152	85.6891
3992	2.15568	0.0131518	85.6915
3993	2.15622	0.0131516	85.6938
3994	2.15676	0.0131515	85.6961
3995	2.1573	0.0131513	85.6984
3996	2.15784	0.0131511	85.7007
3997	2.15838	0.013151	85.703
3998	2.15892	0.0131508	85.7053
3999	2.15946	0.0131506	85.7076
4000	2.16	0.0131505	85.7099
4001	2.16054	0.0131503	85.7121
4002	2.16108	0.0131501	85.7144
4003	2.16162	0.01315	85.7167
4004	2.16216	0.0131498	85.719
4005	2.1627	0.0131496	85.7212
4006	2.16324	0.0131495	85.7235
4007	2.16378	0.0131493	85.7257
4008	2.16432	0.0131491	85.728
4009	2.16486	0.013149	85.7302
4010	2.1654	0.0131488	85.7325
4011	2.16594	0.0131486	85.7347
4012	2.16648	0.0131485	85.7369
4013	2.16702	0.0131483	85.7392
4014	2.16756	0.0131482	85.7414
4015	2.1681	0.013148	85.7436
4016	2.16864	0.0131478	85.7458
4017	2.16918	0.0131477	85.748
4018	2.16972	0.0131475	85.7502
4019	2.17026	0.0131473	85.7525
4020	2.1708	0.0131472	85.7546
4021	2.17134	0.013147	85.7568
4022	2.17188	0.0131469	85.759
4023	2.17242	0.0131467	85.7612
4024	2.17296	0.0131465	85.7634
4025	2.1735	0.0131464	85.7656
4026	2.17404	0.0131462	85.7678
4027	2.17458	0.0131461	85.77
4028	2.17512	0.0131459	85.7721
4029	2.17566	0.0131457	85.7743
4030	2.1762	0.0131456	85.7765
4031	2.17674	0.0131454	85.7786
4032	2.17728	0.0131453	85.7808
4033	2.17782	0.0131451	85.783
4034	2.17836	0.013145	85.7851
4035	2.1789	0.0131448	85.7872
4036	2.17944	0.0131446	85.7894
4037	2.17998	0.0131445	85.7915
4038	2.18052	0.0131443	85.7937
4039	2.18106	0.0131442	85.7958
4040	2.1816	0.013144	85.7979
4041	2.18214	0.0131439	85.8
4042	2.18268	0.0131437	85.8022
4043	2.18322	0.0131435	85.8043
4044	2.18376	0.0131434	85.8064
4045	2.1843	0.0131432	85.8085
4046	2.18484	0.0131431	85.8106
4047	2.18538	0.0131429	85.8127
4048	2.18592	0.0131428	85.8148
4049	2.18646	0.0131426	85.8169
4050	2.187	0.0131425	85.819
4051	2.18754	0.0131423	85.8211
4052	2.18808	0.0131422	85.8232
4053	2.18862	0.013142	85.8253
4054	2.18916	0.0131419	85.8274
4055	2.1897	0.0131417	85.8295
4056	2.19024	0.0131416	85.8315
4057	2.19078	0.0131414	85.8336
4058	2.19132	0.0131412	85.8357
4059	2.19186	0.0131411	85.8377
4060	2.1924	0.0131409	85.8398
4061	2.19294	0.0131408	85.8419
4062	2.19348	0.0131406	85.8439
4063	2.19402	0.0131405	85.846
4064	2.19456	0.0131403	85.848
4065	2.1951	0.0131402	85.8501
4066	2.19564	0.01314	85.8521
4067	2.19618	0.0131399	85.8541
4068	2.19672	0.0131397	85.8562
4069	2.19726	0.0131396	85.8582
4070	2.1978	0.0131394	85.8602
4071	2.19834	0.0131393	85.8623
4072	2.19888	0.0131391	85.8643
4073	2.19942	0.013139	85.8663
4074	2.19996	0.0131388	85.8683
4075	2.2005	0.0131387	85.8703
4076	2.20104	0.0131385	85.8724
4077	2.20158	0.0131384	85.8744
4078	2.20212	0.0131383	85.8764
4079	2.20266	0.0131381	85.8784
4080	2.2032	0.013138	85.8804
4081	2.20374	0.0131378	85.8824
4082	2.20428	0.0131377	85.8844
4083	2.20482	0.0131375	85.8863
4084	2.20536	0.0131374	85.8883
4085	2.2059	0.0131372	85.8903
4086	2.20644	0.0131371	85.8923
4087	2.20698	0.0131369	85.8943
4088	2.20752	0.0131368	85.8962
4089	2.20806	0.0131366	85.8982
4090	2.2086	0.0131365	85.9002
4091	2.20914	0.0131364	85.9021
4092	2.20968	0.0131362	85.9041
4093	2.21022	0.0131361	85.906
4094	2.21076	0.0131359	85.908
4095	2.2113	0.0131358	85.91
4096	2.21184	0.0131356	85.9119
4097	2.21238	0.0131355	85.9138
4098	2.21292	0.0131354	85.9158
4099	2.21346	0.0131352	85.9177
4100	2.214	0.0131351	85.9196
4101	2.21454	0.0131349	85.9216
4102	2.21508	0.0131348	85.9235
4103	2.21562	0.0131346	85.9254
4104	2.21616	0.0131345	85.9273
4105	2.2167	0.0131344	85.9292
4106	2.21724	0.0131342	85.9312
4107	2.21778	0.0131341	85.9331
4108	2.21832	0.0131339	85.935
4109	2.21886	0.0131338	85.9369
4110	2.2194	0.0131337	85.9388
4111	2.21994	0.0131335	85.9407
4112	2.22048	0.0131334	85.9426
4113	2.22102	0.0131332	85.9445
4114	2.22156	0.0131331	85.9463
4115	2.2221	0.013133	85.9482
4116	2.22264	0.0131328	85.9501
4117	2.22318	0.0131327	85.952
4118	2.22372	0.0131325	85.9539
4119	2.22426	0.0131324	85.9557
4120	2.2248	0.0131323	85.9576
4121	2.22534	0.0131321	85.9595
4122	2.22588	0.013132	85.9613
4123	2.22642	0.0131319	85.9632
4124	2.22696	0.0131317	85.965
4125	2.2275	0.0131316	85.9669
4126	2.22804	0.0131314	85.9688
4127	2.22858	0.0131313	85.9706
4128	2.22912	0.0131312	85.9724
4129	2.22966	0.013131	85.9743
4130	2.2302	0.0131309	85.9761
4131	2.23074	0.0131308	85.9779
4132	2.23128	0.0131306	85.9798
4133	2.23182	0.0131305	85.9816
4134	2.23236	0.0131304	85.9834
4135	2.2329	0.0131302	85.9852
4136	2.23344	0.0131301	85.9871
4137	2.23398	0.01313	85.9889
4138	2.23452	0.0131298	85.9907
4139	2.23506	0.0131297	85.9925
4140	2.2356	0.0131296	85.9943
4141	2.23614	0.0131294	85.9961
4142	2.23668	0.0131293	85.9979
4143	2.23722	0.0131292	85.9997
4144	2.23776	0.013129	86.0015
4145	2.2383	0.0131289	86.0033
4146	2.23884	0.0131288	86.0051
4147	2.23938	0.0131286	86.0069
4148	2.23992	0.0131285	86.0086
4149	2.24046	0.0131284	86.0104
4150	2.241	0.0131282	86.0122
4151	2.24154	0.0131281	86.014
4152	2.24208	0.013128	86.0158
4153	2.24262	0.0131278	86.0175
4154	2.24316	0.0131277	86.0193
4155	2.2437	0.0131276	86.0211
4156	2.24424	0.0131275	86.0228
4157	2.24478	0.0131273	86.0246
4158	2.24532	0.0131272	86.0263
4159	2.24586	0.0131271	86.0281
4160	2.2464	0.0131269	86.0298
4161	2.24694	0.0131268	86.0316
4162	2.24748	0.0131267	86.0333
4163	2.24802	0.0131265	86.0351
4164	2.24856	0.0131264	86.0368
4165	2.2491	0.0131263	86.0385
4166	2.24964	0.0131262	86.0403
4167	2.25018	0.013126	86.042
4168	2.25072	0.0131259	86.0437
4169	2.25126	0.0131258	86.0454
4170	2.2518	0.0131256	86.0472
4171	2.25234	0.0131255	86.0489
4172	2.25288	0.0131254	86.0506
4173	2.25342	0.0131253	86.0523
4174	2.25396	0.0131251	86.054
4175	2.2545	0.013125	86.0557
4176	2.25504	0.0131249	86.0574
4177	2.25558	0.0131248	86.0591
4178	2.25612	0.0131246	86.0608
4179	2.25666	0.0131245	86.0625
4180	2.2572	0.0131244	86.0642
4181	2.25774	0.0131243	86.0659
4182	2.25828	0.0131241	86.0676
4183	2.25882	0.013124	86.0693
4184	2.25936	0.0131239	86.071
4185	2.2599	0.0131238	86.0727
4186	2.26044	0.0131236	86.0743
4187	2.26098	0.0131235	86.076
4188	2.26152	0.0131234	86.0777
4189	2.26206	0.0131233	86.0793
4190	2.2626	0.0131231	86.081
4191	2.26314	0.013123	86.0827
4192	2.26368	0.0131229	86.0843
4193	2.26422	0.0131228	86.086
4194	2.26476	0.0131226	86.0876
4195	2.2653	0.0131225	86.0893
4196	2.26584	0.0131224	86.091
4197	2.26638	0.0131223	86.0926
4198	2.26692	0.0131222	86.0942
4199	2.26746	0.013122	86.0959
4200	2.268	0.0131219	86.0975
4201	2.26854	0.0131218	86.0992
4202	2.26908	0.0131217	86.1008
4203	2.26962	0.0131216	86.1024
4204	2.27016	0.0131214	86.104
4205	2.2707	0.0131213	86.1057
4206	2.27124	0.0131212	86.1073
4207	2.27178	0.0131211	86.1089
4208	2.27232	0.013121	86.1105
4209	2.27286	0.0131208	86.1122
4210	2.2734	0.0131207	86.1138
4211	2.27394	0.0131206	86.1154
4212	2.27448	0.0131205	86.117
4213	2.27502	0.0131204	86.1186
4214	2.27556	0.0131202	86.1202
4215	2.2761	0.0131201	86.1218
4216	2.27664	0.01312	86.1234
4217	2.27718	0.0131199	86.125
4218	2.27772	0.0131198	86.1266
4219	2.27826	0.0131196	86.1282
4220	2.2788	0.0131195	86.1298
4221	2.27934	0.0131194	86.1314
4222	2.27988	0.0131193	86.1329
4223	2.28042	0.0131192	86.1345
4224	2.28096	0.0131191	86.1361
4225	2.2815	0.0131189	86.1377
4226	2.28204	0.0131188	86.1392
4227	2.28258	0.0131187	86.1408
4228	2.28312	0.0131186	86.1424
4229	2.28366	0.0131185	86.144
4230	2.2842	0.0131184	86.1455
4231	2.28474	0.0131182	86.1471
4232	2.28528	0.0131181	86.1486
4233	2.28582	0.013118	86.1502
4234	2.28636	0.0131179	86.1518
4235	2.2869	0.0131178	86.1533
4236	2.28744	0.0131177	86.1548
4237	2.28798	0.0131175	86.1564
4238	2.28852	0.0131174	86.1579
4239	2.28906	0.0131173	86.1595
4240	2.2896	0.0131172	86.161
4241	2.29014	0.0131171	86.1626
4242	2.29068	0.013117	86.1641
4243	2.29122	0.0131169	86.1656
4244	2.29176	0.0131167	86.1672
4245	2.2923	0.0131166	86.1687
4246	2.29284	0.0131165	86.1702
4247	2.29338	0.0131164	86.1717
4248	2.29392	0.0131163	86.1732
4249	2.29446	0.0131162	86.1748
4250	2.295	0.0131161	86.1763
4251	2.29554	0.013116	86.1778
4252	2.29608	0.0131158	86.1793
4253	2.29662	0.0131157	86.1808
4254	2.29716	0.0131156	86.1823
4255	2.2977	0.0131155	86.1838
4256	2.29824	0.0131154	86.1853
4257	2.29878	0.0131153	86.1868
4258	2.29932	0.0131152	86.1883
4259	2.29986	0.0131151	86.1898
4260	2.3004	0.013115	86.1913
4261	2.30094	0.0131148	86.1927
4262	2.30148	0.0131147	86.1942
4263	2.30202	0.0131146	86.1957
4264	2.30256	0.0131145	86.1972
4265	2.3031	0.0131144	86.1987
4266	2.30364	0.0131143	86.2001
4267	2.30418	0.0131142	86.2016
4268	2.30472	0.0131141	86.2031
4269	2.30526	0.013114	86.2046
4270	2.3058	0.0131139	86.206
4271	2.30634	0.0131137	86.2075
4272	2.30688	0.0131136	86.2089
4273	2.30742	0.0131135	86.2104
4274	2.30796	0.0131134	86.2119
4275	2.3085	0.0131133	86.2133
4276	2.30904	0.0131132	86.2148
4277	2.30958	0.0131131	86.2162
4278	2.31012	0.013113	86.2177
4279	2.31066	0.0131129	86.2191
4280	2.3112	0.0131128	86.2205
4281	2.31174	0.0131127	86.222
4282	2.31228	0.0131126	86.2234
4283	2.31282	0.0131125	86.2249
4284	2.31336	0.0131123	86.2263
4285	2.3139	0.0131122	86.2277
4286	2.31444	0.0131121	86.2292
4287	2.31498	0.013112	86.2306
4288	2.31552	0.0131119	86.232
4289	2.31606	0.0131118	86.2334
4290	2.3166	0.0131117	86.2349
4291	2.31714	0.0131116	86.2363
4292	2.31768	0.0131115	86.2377
4293	2.31822	0.0131114	86.2391
4294	2.31876	0.0131113	86.2405
4295	2.3193	0.0131112	86.2419
4296	2.31984	0.0131111	86.2433
