TimeSlice	Time	bicepsfemorisposterior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
1741	0.94014	0.00309422	4.66271e-005	0.00298696	0.0212305	0.330844	1.99732e-005	0.0581198	0.108949	0.00124578	0.000445049	0.00104393
1742	0.94068	0.00309413	4.71792e-005	0.00298694	0.0212301	0.330838	2.14158e-005	0.058119	0.108942	0.00123787	0.000447817	0.00104094
1743	0.94122	0.00309409	4.75049e-005	0.00298707	0.0212297	0.330821	2.20569e-005	0.0581182	0.108936	0.00123137	0.000446919	0.0010566
1744	0.94176	0.00309411	4.8496e-005	0.00298744	0.0212292	0.330809	2.31958e-005	0.0581175	0.108926	0.00124419	0.000446079	0.00107054
1745	0.9423	0.00309413	4.90808e-005	0.00298775	0.0212288	0.330801	2.24884e-005	0.0581166	0.108917	0.00127294	0.00044878	0.00106461
1746	0.94284	0.00309408	4.94258e-005	0.00298807	0.0212284	0.330785	2.29278e-005	0.0581158	0.108912	0.00127843	0.000451307	0.00105934
1747	0.94338	0.0030941	5.12273e-005	0.00298849	0.021228	0.33077	2.4192e-005	0.0581151	0.108896	0.00128295	0.000453672	0.00107298
1748	0.94392	0.00309423	5.38882e-005	0.00298875	0.0212275	0.330756	2.6481e-005	0.0581145	0.108889	0.00130486	0.000455884	0.00106678
1749	0.94446	0.00309436	5.46589e-005	0.00298917	0.0212271	0.330742	2.50593e-005	0.0581142	0.10889	0.00130471	0.000454467	0.00106127
1750	0.945	0.00309455	5.75107e-005	0.00298994	0.0212266	0.330728	2.74794e-005	0.0581141	0.108879	0.0012864	0.000453141	0.00107469
1751	0.94554	0.00309485	6.23892e-005	0.00299078	0.0212262	0.330715	2.75133e-005	0.0581138	0.108873	0.00128951	0.000458875	0.00106831
1752	0.94608	0.00309521	6.36692e-005	0.00299157	0.0212257	0.330702	2.74923e-005	0.0581138	0.108883	0.00127389	0.000460753	0.00108096
1753	0.94662	0.00309562	6.60224e-005	0.00299248	0.0212252	0.330689	3.05796e-005	0.0581141	0.108899	0.00124283	0.000455535	0.00107388
1754	0.94716	0.00309615	6.98077e-005	0.00299374	0.0212247	0.330665	3.01991e-005	0.0581146	0.108907	0.00125364	0.000450653	0.00104926
1755	0.9477	0.00309673	7.28399e-005	0.00299475	0.0212242	0.33064	3.04354e-005	0.0581152	0.10891	0.00124434	0.000449572	0.00106401
1756	0.94824	0.00309725	7.54278e-005	0.00299568	0.0212237	0.33063	3.02887e-005	0.0581158	0.108928	0.00125488	0.000452049	0.00107713
1757	0.94878	0.00309777	7.69545e-005	0.00299669	0.0212233	0.330615	3.03798e-005	0.0581164	0.108938	0.00124537	0.000450878	0.00107047
1758	0.94932	0.0030984	7.78552e-005	0.00299756	0.0212228	0.330595	3.03232e-005	0.0581172	0.108942	0.00121935	0.000449783	0.00104623
1759	0.94986	0.00309902	7.91856e-005	0.00299857	0.0212222	0.330574	3.18955e-005	0.0581178	0.108938	0.0012343	0.000452246	0.00102465
1760	0.9504	0.00309959	8.07695e-005	0.00299955	0.0212217	0.330555	3.2456e-005	0.0581182	0.108927	0.00122842	0.000451063	0.00104211
1761	0.95094	0.00310015	8.01059e-005	0.0030004	0.0212212	0.330543	3.21079e-005	0.0581185	0.108928	0.00122358	0.000449956	0.00107597
1762	0.95148	0.00310077	7.97144e-005	0.0030014	0.0212207	0.330527	3.23241e-005	0.058119	0.108922	0.00123778	0.000455895	0.00106945
1763	0.95202	0.00310127	8.02824e-005	0.00300236	0.0212201	0.330508	3.06527e-005	0.0581196	0.108904	0.00126766	0.000457964	0.00106364
1764	0.95256	0.00310177	7.98185e-005	0.00300335	0.0212196	0.330494	3.3228e-005	0.0581201	0.108891	0.00127408	0.000456413	0.0010768
1765	0.9531	0.00310239	8.03439e-005	0.00300458	0.0212191	0.330475	3.47027e-005	0.0581206	0.108887	0.00126118	0.000454962	0.00108852
1766	0.95364	0.003103	8.14528e-005	0.00300561	0.0212185	0.330458	3.37867e-005	0.058121	0.108871	0.00126874	0.000457092	0.00108061
1767	0.95418	0.00310361	8.37051e-005	0.0030067	0.021218	0.33044	3.28185e-005	0.0581216	0.10886	0.00127497	0.000459084	0.0010919
1768	0.95472	0.00310427	8.66318e-005	0.00300801	0.0212174	0.330419	3.4957e-005	0.0581226	0.108858	0.0012801	0.000457461	0.00108362
1769	0.95526	0.00310511	8.83585e-005	0.00300943	0.0212168	0.330403	3.6703e-005	0.0581234	0.108852	0.00128433	0.000459429	0.00105792
1770	0.9558	0.003106	8.93771e-005	0.00301093	0.0212163	0.330382	3.56185e-005	0.0581243	0.108858	0.00126962	0.000457784	0.00107172
1771	0.95634	0.00310683	9.15761e-005	0.0030124	0.0212157	0.330363	3.78292e-005	0.0581257	0.108867	0.0012575	0.00044927	0.00108399
1772	0.95688	0.00310765	9.52705e-005	0.00301398	0.0212152	0.330344	3.64561e-005	0.0581268	0.108868	0.00126572	0.000448279	0.00109491
1773	0.95742	0.00310859	9.745e-005	0.00301551	0.0212146	0.330325	3.57718e-005	0.0581281	0.108877	0.00127248	0.000450838	0.00110462
1774	0.95796	0.00310959	9.87358e-005	0.00301719	0.021214	0.330306	4.08082e-005	0.0581297	0.108888	0.00125986	0.000453233	0.00107661
1775	0.9585	0.00311052	9.94943e-005	0.00301879	0.0212134	0.330285	3.768e-005	0.0581312	0.108887	0.00123128	0.000455474	0.00105169
1776	0.95904	0.00311151	9.99419e-005	0.00302029	0.0212128	0.330267	3.65487e-005	0.0581327	0.108894	0.00120775	0.000454083	0.00104784
1777	0.95958	0.00311255	0.000101005	0.0030219	0.0212123	0.330242	3.87885e-005	0.0581342	0.108904	0.00120656	0.000449294	0.00106274
1778	0.96012	0.00311353	0.000101632	0.00302349	0.0212117	0.330214	3.58602e-005	0.0581356	0.108906	0.00120558	0.000444814	0.00109433
1779	0.96066	0.00311445	0.000102002	0.00302494	0.0212111	0.330198	3.92162e-005	0.0581369	0.108903	0.00120477	0.000444109	0.00110411
1780	0.9612	0.00311543	0.000103019	0.00302643	0.0212105	0.330189	3.71317e-005	0.0581382	0.108893	0.00122229	0.000446937	0.00109449
1781	0.96174	0.0031164	0.000102021	0.00302775	0.0212099	0.330172	3.68893e-005	0.0581394	0.108888	0.00121853	0.000446096	0.00110425
1782	0.96228	0.00311725	0.000100634	0.003029	0.0212093	0.330149	3.70399e-005	0.0581406	0.108882	0.00121544	0.000445309	0.00111294
1783	0.96282	0.00311805	9.90161e-005	0.00303052	0.0212087	0.330133	3.69463e-005	0.0581416	0.10887	0.00123108	0.000455034	0.00112067
1784	0.96336	0.00311884	9.88607e-005	0.00303214	0.0212082	0.330113	3.85416e-005	0.0581426	0.108862	0.00124396	0.000453671	0.00112754
1785	0.9639	0.00311981	9.95681e-005	0.00303333	0.0212076	0.33009	3.60136e-005	0.0581437	0.108858	0.00125456	0.000448909	0.00109701
1786	0.96444	0.00312077	9.91864e-005	0.00303463	0.021207	0.330075	3.75838e-005	0.0581449	0.108843	0.00126329	0.000454916	0.00110649
1787	0.96498	0.00312162	9.97602e-005	0.00303613	0.0212064	0.330055	3.81456e-005	0.058146	0.108837	0.0012523	0.000457048	0.00113326
1788	0.96552	0.00312247	9.92997e-005	0.00303779	0.0212058	0.330037	3.77967e-005	0.0581472	0.108835	0.00124324	0.000455556	0.00113875
1789	0.96606	0.00312337	9.98271e-005	0.00303952	0.0212052	0.330021	3.80134e-005	0.0581483	0.108825	0.00123578	0.00045416	0.00112531
1790	0.9666	0.00312438	0.000100937	0.0030411	0.0212046	0.330006	3.78788e-005	0.0581497	0.108827	0.00121146	0.000452854	0.00111334
1791	0.96714	0.0031254	0.000101592	0.00304283	0.0212041	0.329987	3.79624e-005	0.0581511	0.108834	0.0012278	0.000451632	0.00112103
1792	0.96768	0.00312629	0.000103577	0.00304436	0.0212035	0.329968	3.94476e-005	0.0581525	0.108839	0.00124125	0.000450488	0.00110954
1793	0.96822	0.0031273	0.000104747	0.00304596	0.0212029	0.329949	4.00622e-005	0.0581541	0.108844	0.00119777	0.000445931	0.00109931
1794	0.96876	0.00312842	0.00010384	0.00304778	0.0212024	0.329927	3.66062e-005	0.0581558	0.108845	0.00118016	0.000441667	0.00110855
1795	0.9693	0.00312943	0.000104903	0.00304943	0.0212018	0.329912	3.56786e-005	0.0581571	0.108854	0.00118384	0.000441165	0.00111676
1796	0.96984	0.00313043	0.00010553	0.00305111	0.0212012	0.329897	3.77919e-005	0.0581586	0.108869	0.00116868	0.000440695	0.00112407
1797	0.97038	0.00313138	0.0001051	0.00305248	0.0212007	0.329875	3.80164e-005	0.0581601	0.108876	0.00117438	0.000436768	0.00111224
1798	0.97092	0.00313226	0.000104847	0.00305382	0.0212001	0.32986	3.78769e-005	0.0581614	0.108878	0.00119727	0.000433094	0.00110172
1799	0.97146	0.0031332	0.000102301	0.00305541	0.0211995	0.329841	3.64264e-005	0.0581626	0.108876	0.00116155	0.000433143	0.00111069
1800	0.972	0.00313414	9.99996e-005	0.00305671	0.0211989	0.329823	3.42531e-005	0.0581638	0.108874	0.00111395	0.000429702	0.00113699
1801	0.97254	0.00313503	9.9441e-005	0.00305781	0.0211984	0.329808	3.5603e-005	0.0581649	0.108872	0.00114751	0.00042997	0.00114207
1802	0.97308	0.00313579	9.75134e-005	0.00305908	0.0211978	0.329793	3.47646e-005	0.0581658	0.108862	0.00117514	0.000433708	0.00114659
1803	0.97362	0.00313644	9.47782e-005	0.0030602	0.0211973	0.329785	3.37482e-005	0.0581666	0.108845	0.00117971	0.000433718	0.00115061
1804	0.97416	0.00313715	9.31645e-005	0.0030614	0.0211968	0.329773	3.43795e-005	0.0581672	0.108834	0.00120165	0.000437215	0.00113586
1805	0.9747	0.00313785	9.22125e-005	0.00306255	0.0211962	0.329753	3.39874e-005	0.0581679	0.108831	0.00120154	0.000436999	0.00115939
1806	0.97524	0.0031385	9.16509e-005	0.00306364	0.0211957	0.329737	3.26938e-005	0.0581685	0.108824	0.00120144	0.000436797	0.001162
1807	0.97578	0.00313915	9.13196e-005	0.00306485	0.0211952	0.329728	3.34973e-005	0.0581691	0.108817	0.00120136	0.000436609	0.00112767
1808	0.97632	0.00313981	8.95261e-005	0.00306606	0.0211946	0.329712	3.29983e-005	0.0581697	0.108815	0.00118311	0.000436432	0.0011521
1809	0.97686	0.00314046	8.687e-005	0.003067	0.0211941	0.329699	3.33082e-005	0.0581704	0.108813	0.00120446	0.000439754	0.00115552
1810	0.9774	0.00314117	8.6901e-005	0.00306816	0.0211936	0.329689	3.31157e-005	0.0581712	0.108811	0.00120385	0.000442862	0.0011219
1811	0.97794	0.00314187	8.85174e-005	0.00306951	0.021193	0.329672	3.16982e-005	0.0581719	0.108809	0.00116697	0.000438796	0.00114697
1812	0.97848	0.00314253	8.94709e-005	0.00307074	0.0211925	0.329662	3.41157e-005	0.0581726	0.108819	0.00117298	0.000431504	0.00115095
1813	0.97902	0.00314324	9.00335e-005	0.00307182	0.021192	0.329651	3.26141e-005	0.0581733	0.108832	0.00117792	0.000431656	0.00115449
1814	0.97956	0.00314389	8.79684e-005	0.00307294	0.0211915	0.329633	3.04726e-005	0.058174	0.10884	0.001182	0.000431798	0.00115764
1815	0.9801	0.00314448	8.675e-005	0.00307418	0.021191	0.329622	3.18027e-005	0.0581748	0.108843	0.00118535	0.000428443	0.00114211
1816	0.98064	0.00314519	8.76293e-005	0.00307528	0.0211905	0.329611	3.09765e-005	0.0581757	0.108846	0.00115174	0.000425305	0.00114663
1817	0.98118	0.0031459	8.655e-005	0.00307627	0.0211901	0.329596	2.99526e-005	0.0581764	0.108856	0.00112406	0.000422368	0.00113232
1818	0.98172	0.0031465	8.51142e-005	0.00307714	0.0211896	0.329585	3.05886e-005	0.0581767	0.108866	0.00113764	0.000423108	0.00111958
1819	0.98226	0.00314698	8.34682e-005	0.00307792	0.0211891	0.329573	2.86564e-005	0.0581772	0.108871	0.00114883	0.0004238	0.00110825
1820	0.9828	0.0031474	8.01001e-005	0.00307887	0.0211886	0.329565	2.83194e-005	0.0581776	0.108864	0.00113985	0.000420961	0.0011165
1821	0.98334	0.00314788	7.8113e-005	0.00307965	0.0211881	0.329552	2.69916e-005	0.0581777	0.108861	0.00113246	0.000421791	0.00114216
1822	0.98388	0.00314825	7.69407e-005	0.00308024	0.0211877	0.329536	2.78163e-005	0.0581777	0.108859	0.00114456	0.000422568	0.001165
1823	0.98442	0.00314856	7.54502e-005	0.00308071	0.0211872	0.329531	2.73041e-005	0.0581776	0.108845	0.00117271	0.000423295	0.00113033
1824	0.98496	0.00314887	7.29727e-005	0.00308112	0.0211867	0.329524	2.60851e-005	0.0581773	0.108839	0.0011777	0.000420488	0.00113615
1825	0.9855	0.00314913	6.99132e-005	0.00308169	0.0211863	0.329514	2.53051e-005	0.0581771	0.108838	0.00118182	0.000421349	0.00117797
1826	0.98604	0.00314939	6.81081e-005	0.00308239	0.0211859	0.329507	2.57896e-005	0.0581768	0.108825	0.0011852	0.000422154	0.00116021
1827	0.98658	0.00314959	6.70433e-005	0.00308295	0.0211854	0.3295	2.70258e-005	0.0581764	0.108817	0.00118799	0.000422908	0.00116273
1828	0.98712	0.00314974	6.7214e-005	0.00308341	0.021185	0.329488	2.31838e-005	0.0581762	0.108817	0.0011721	0.0004271	0.00116497
1829	0.98766	0.00314995	6.65158e-005	0.00308389	0.0211845	0.329481	2.55701e-005	0.0581759	0.108813	0.00115902	0.000427535	0.00114864
1830	0.9882	0.00315022	6.45058e-005	0.00308438	0.0211841	0.329476	2.5625e-005	0.0581755	0.10881	0.00116643	0.000424455	0.00113411
1831	0.98874	0.00315048	6.4119e-005	0.00308502	0.0211837	0.329467	2.40538e-005	0.0581752	0.108806	0.00117253	0.000425061	0.0011395
1832	0.98928	0.0031507	6.46899e-005	0.00308576	0.0211833	0.329458	2.50297e-005	0.058175	0.108811	0.00117756	0.000429115	0.0011443
1833	0.98982	0.00315091	6.50267e-005	0.00308622	0.0211828	0.329448	2.44236e-005	0.0581749	0.108823	0.0011817	0.00042942	0.00113025
1834	0.99036	0.00315118	6.44263e-005	0.0030866	0.0211824	0.329439	2.48001e-005	0.0581747	0.108838	0.0011851	0.000429706	0.00111774
1835	0.9909	0.0031514	6.40721e-005	0.00308711	0.021182	0.329429	2.45662e-005	0.0581744	0.108848	0.00115153	0.000422999	0.00112494
1836	0.99144	0.00315162	6.38632e-005	0.00308777	0.0211816	0.329419	2.31743e-005	0.0581742	0.108853	0.0011057	0.000416724	0.00114968
1837	0.99198	0.00315184	6.29409e-005	0.00308824	0.0211812	0.329413	2.25017e-005	0.058174	0.108857	0.00110434	0.000417827	0.00115336
1838	0.99252	0.003152	6.15978e-005	0.00308865	0.0211808	0.329402	2.13824e-005	0.0581737	0.108862	0.00113959	0.000418859	0.00111998
1839	0.99306	0.00315211	6.00064e-005	0.00308889	0.0211804	0.329388	2.20776e-005	0.0581731	0.108865	0.00113224	0.000416337	0.0011086
1840	0.9936	0.00315222	5.82686e-005	0.00308895	0.02118	0.329382	2.16458e-005	0.0581724	0.108869	0.00112619	0.000410491	0.00111681
1841	0.99414	0.00315233	5.56453e-005	0.00308903	0.0211796	0.329378	2.03769e-005	0.0581718	0.108868	0.0011394	0.000411995	0.00114244
1842	0.99468	0.00315227	5.48967e-005	0.00308914	0.0211792	0.329374	2.1165e-005	0.0581709	0.108856	0.00115028	0.000413402	0.00114692
1843	0.99522	0.00315221	5.3656e-005	0.00308927	0.0211788	0.329362	2.06755e-005	0.05817	0.108848	0.00115923	0.000414719	0.00111425
1844	0.99576	0.00315209	5.0527e-005	0.00308928	0.0211784	0.329354	1.94425e-005	0.0581691	0.108841	0.0011666	0.000415951	0.00112183
1845	0.9963	0.00315193	4.86811e-005	0.00308933	0.0211781	0.329353	2.02083e-005	0.058168	0.108831	0.00119086	0.000420591	0.00112858
1846	0.99684	0.00315176	4.83911e-005	0.0030895	0.0211777	0.329348	1.81955e-005	0.0581669	0.108825	0.00119265	0.000424933	0.00113459
1847	0.99738	0.0031516	4.6622e-005	0.0030894	0.0211773	0.329345	1.94457e-005	0.0581659	0.108823	0.00117594	0.00042202	0.00113993
1848	0.99792	0.00315155	4.71763e-005	0.00308938	0.0211769	0.329343	2.17434e-005	0.058165	0.108821	0.00118036	0.000422783	0.00112636
1849	0.99846	0.00315151	4.75033e-005	0.00308973	0.0211765	0.329332	1.72421e-005	0.058164	0.108812	0.00118401	0.000423496	0.00113261
1850	0.999	0.00315141	4.68972e-005	0.00308975	0.0211762	0.329322	2.1575e-005	0.058163	0.108807	0.00116882	0.000424163	0.00111984
1851	0.99954	0.00315131	4.81377e-005	0.00308987	0.0211758	0.329312	2.04209e-005	0.0581622	0.108818	0.0011745	0.000428275	0.00110848
1852	1.00008	0.00315133	4.80705e-005	0.00309018	0.0211754	0.329305	1.80635e-005	0.0581613	0.108828	0.00119737	0.000428634	0.0011167
1853	1.00062	0.00315135	4.88299e-005	0.00309036	0.0211751	0.329298	2.10648e-005	0.0581606	0.108833	0.00117982	0.000421996	0.00110569
1854	1.00116	0.00315132	4.92779e-005	0.00309054	0.0211747	0.329292	2.07378e-005	0.0581599	0.108838	0.00114718	0.00042276	0.00111422
1855	1.0017	0.00315129	4.95422e-005	0.00309086	0.0211744	0.329284	1.94038e-005	0.0581592	0.10885	0.00115668	0.000423475	0.00110348
1856	1.00224	0.00315125	4.96981e-005	0.00309099	0.021174	0.329274	1.86952e-005	0.0581585	0.108862	0.00116451	0.000420656	0.00107559
1857	1.00278	0.00315122	4.89911e-005	0.00309105	0.0211736	0.329267	1.91353e-005	0.0581577	0.108868	0.00115276	0.000421506	0.00108744
1858	1.00332	0.00315119	4.85739e-005	0.00309096	0.0211732	0.329263	2.03991e-005	0.0581569	0.10887	0.00116128	0.000422301	0.00109798
1859	1.00386	0.00315105	4.83279e-005	0.00309094	0.0211729	0.329255	1.8077e-005	0.0581559	0.108864	0.00116829	0.000423045	0.00108903
1860	1.0044	0.00315091	4.65847e-005	0.00309088	0.0211725	0.329248	1.79822e-005	0.0581548	0.108863	0.00115588	0.000423742	0.00109939
1861	1.00494	0.00315076	4.55563e-005	0.00309088	0.0211721	0.329243	1.95782e-005	0.0581538	0.108861	0.00118203	0.000424393	0.00110861
1862	1.00548	0.00315057	4.33515e-005	0.00309083	0.0211718	0.329235	1.85869e-005	0.0581526	0.108856	0.00118538	0.000421515	0.00111682
1863	1.00602	0.00315043	4.04528e-005	0.00309071	0.0211714	0.329227	1.92026e-005	0.0581514	0.108847	0.00118814	0.000425797	0.00112412
1864	1.00656	0.00315024	4.11397e-005	0.00309072	0.021171	0.329219	1.88202e-005	0.0581502	0.108838	0.0012086	0.000429804	0.00111229
1865	1.0071	0.00315004	4.1545e-005	0.00309072	0.0211707	0.329211	1.75206e-005	0.058149	0.10883	0.00120726	0.000426578	0.00112009
1866	1.00764	0.00314985	4.25831e-005	0.00309058	0.0211703	0.329203	1.83278e-005	0.0581479	0.108823	0.00120615	0.000427047	0.00112703
1867	1.00818	0.00314967	4.31955e-005	0.00309062	0.0211699	0.329198	2.09007e-005	0.0581469	0.10882	0.00120524	0.000430973	0.00113321
1868	1.00872	0.00314954	4.35568e-005	0.00309074	0.0211696	0.329193	1.77655e-005	0.0581458	0.108813	0.00122268	0.000434646	0.00112038
1869	1.00926	0.00314947	4.377e-005	0.00309087	0.0211692	0.329188	1.97128e-005	0.0581447	0.108815	0.00121885	0.000434596	0.00110896
1870	1.0098	0.0031494	4.46947e-005	0.00309124	0.0211688	0.329176	2.15775e-005	0.0581439	0.108824	0.00119751	0.000431061	0.0010988
1871	1.01034	0.00314933	4.68383e-005	0.00309142	0.0211684	0.329164	1.88822e-005	0.0581431	0.108828	0.00119813	0.000427754	0.00108976
1872	1.01088	0.00314938	4.73039e-005	0.00309151	0.021168	0.329156	2.05563e-005	0.0581425	0.108836	0.00119864	0.000431635	0.00110004
1873	1.01142	0.00314942	4.83776e-005	0.00309185	0.0211677	0.329148	2.10536e-005	0.0581419	0.10884	0.00118087	0.000431778	0.00107254
1874	1.01196	0.00314947	5.06091e-005	0.00309214	0.0211673	0.329136	2.07447e-005	0.0581414	0.108843	0.00118442	0.000428425	0.00106639
1875	1.0125	0.00314952	5.19256e-005	0.00309245	0.0211669	0.329124	2.09366e-005	0.0581408	0.108853	0.00118735	0.000428775	0.0011159
1876	1.01304	0.00314951	5.11042e-005	0.00309258	0.0211665	0.32912	2.08174e-005	0.05814	0.108863	0.00117157	0.000429103	0.00108665
1877	1.01358	0.0031495	5.06196e-005	0.00309263	0.0211662	0.329108	2.24286e-005	0.0581394	0.10886	0.00117677	0.000429409	0.00106062
1878	1.01412	0.00314955	5.03337e-005	0.00309281	0.0211658	0.329097	1.98907e-005	0.0581387	0.108858	0.00118104	0.000429696	0.00107412
1879	1.01466	0.00314954	5.01651e-005	0.00309299	0.0211654	0.329086	1.99299e-005	0.0581379	0.108859	0.00116638	0.000429964	0.0010678
1880	1.0152	0.00314953	5.16636e-005	0.00309316	0.021165	0.329075	2.14427e-005	0.0581373	0.108853	0.00117249	0.000430215	0.0010805
1881	1.01574	0.00314952	5.17487e-005	0.00309334	0.0211646	0.329072	2.20402e-005	0.0581366	0.108851	0.00117752	0.00043045	0.0010918
1882	1.01628	0.00314946	4.94018e-005	0.00309351	0.0211642	0.32906	2.0132e-005	0.0581358	0.108841	0.00118167	0.000430669	0.00106521
1883	1.01682	0.00314945	4.96153e-005	0.00309369	0.0211638	0.329046	1.97801e-005	0.0581351	0.108828	0.00120327	0.000430875	0.00105987
1884	1.01736	0.00314944	5.05403e-005	0.00309386	0.0211634	0.329035	2.30729e-005	0.0581342	0.108827	0.00122106	0.000431067	0.00107345
1885	1.0179	0.00314944	5.02869e-005	0.00309418	0.021163	0.329025	2.25648e-005	0.0581334	0.108827	0.0012357	0.000431247	0.00108553
1886	1.01844	0.00314943	5.01375e-005	0.00309445	0.0211626	0.329018	2.28804e-005	0.0581328	0.108822	0.00122958	0.000431416	0.00109628
1887	1.01898	0.00314948	5.16473e-005	0.00309474	0.0211622	0.329008	2.26843e-005	0.0581322	0.108814	0.00122453	0.000435061	0.00108751
1888	1.01952	0.00314965	5.49351e-005	0.00309514	0.0211617	0.328997	2.28061e-005	0.0581317	0.108814	0.00122038	0.000434983	0.00107972
1889	1.02006	0.00314982	5.68748e-005	0.00309567	0.0211613	0.328983	2.42676e-005	0.0581313	0.108818	0.00119877	0.000434911	0.00107278
1890	1.0206	0.00314998	5.80191e-005	0.00309628	0.0211609	0.32897	2.48969e-005	0.0581309	0.108822	0.00119916	0.000434844	0.00110326
1891	1.02114	0.00315021	5.70961e-005	0.00309672	0.0211605	0.32896	2.4506e-005	0.0581308	0.108829	0.00119949	0.000434781	0.00109373
1892	1.02168	0.00315043	5.81497e-005	0.00309733	0.0211601	0.328947	2.47488e-005	0.0581306	0.108836	0.00119976	0.000434722	0.00106692
1893	1.02222	0.00315065	6.03692e-005	0.003098	0.0211596	0.328934	2.4598e-005	0.0581303	0.108842	0.00119998	0.000431179	0.00107972
1894	1.02276	0.00315099	6.08797e-005	0.0030984	0.0211592	0.328922	2.62288e-005	0.0581302	0.108847	0.00120016	0.000431352	0.00109111
1895	1.0233	0.00315126	6.27788e-005	0.00309898	0.0211587	0.328913	2.52159e-005	0.0581302	0.108849	0.00121849	0.000431514	0.00108292
1896	1.02384	0.00315142	6.31002e-005	0.00309963	0.0211583	0.3289	2.5845e-005	0.0581302	0.10885	0.00121541	0.000431665	0.00107563
1897	1.02438	0.0031517	6.32899e-005	0.00310001	0.0211579	0.328888	2.54543e-005	0.05813	0.108847	0.00119468	0.000435294	0.00106914
1898	1.02492	0.00315197	6.34017e-005	0.00310044	0.0211574	0.328876	2.41599e-005	0.0581297	0.108848	0.0011776	0.000435202	0.00106337
1899	1.02546	0.00315213	6.26687e-005	0.00310098	0.021157	0.328864	2.6501e-005	0.0581294	0.108849	0.00118173	0.000435116	0.00107656
1900	1.026	0.00315235	6.38343e-005	0.00310151	0.0211565	0.328852	2.50469e-005	0.0581292	0.108838	0.00120332	0.000438522	0.00106997
1901	1.02654	0.00315268	6.37229e-005	0.00310205	0.021156	0.328833	2.595e-005	0.0581289	0.108828	0.0012211	0.000438222	0.00106411
1902	1.02708	0.00315289	6.28582e-005	0.00310257	0.0211556	0.328822	2.53891e-005	0.0581286	0.108822	0.00121755	0.000437942	0.00109555
1903	1.02762	0.00315305	6.2348e-005	0.0031031	0.0211551	0.328814	2.42004e-005	0.0581285	0.108813	0.00123282	0.000437679	0.00108686
1904	1.02816	0.00315332	6.28461e-005	0.00310377	0.0211547	0.328799	2.955e-005	0.0581283	0.108801	0.00124539	0.000437434	0.00107914
1905	1.0287	0.00315365	6.5537e-005	0.00310453	0.0211542	0.328788	2.62273e-005	0.0581282	0.108793	0.00123755	0.000440691	0.00110892
1906	1.02924	0.00315404	6.71245e-005	0.00310527	0.0211537	0.328777	2.6754e-005	0.0581281	0.10879	0.0012311	0.000440252	0.00109876
1907	1.02978	0.00315442	6.8061e-005	0.003106	0.0211533	0.328759	2.79639e-005	0.0581284	0.108795	0.0012076	0.000439841	0.0010714
1908	1.03032	0.0031548	6.94125e-005	0.00310672	0.0211528	0.328742	2.87495e-005	0.0581286	0.108803	0.00120643	0.000439456	0.00108371
1909	1.03086	0.00315524	7.02099e-005	0.00310758	0.0211524	0.328728	2.97987e-005	0.0581288	0.10881	0.00120548	0.000439096	0.00109466
1910	1.0314	0.00315568	7.22783e-005	0.00310852	0.0211519	0.328718	2.76099e-005	0.0581291	0.108817	0.00120469	0.000442247	0.00106775
1911	1.03194	0.00315618	7.50966e-005	0.00310958	0.0211514	0.328708	2.89694e-005	0.0581296	0.108816	0.00122222	0.000441707	0.00106213
1912	1.03248	0.00315673	7.51613e-005	0.00311059	0.0211509	0.328691	2.96621e-005	0.0581301	0.108822	0.00120029	0.000437715	0.00107546
1913	1.03302	0.00315722	7.51994e-005	0.00311147	0.0211505	0.328671	2.92319e-005	0.0581304	0.108828	0.00118223	0.00043398	0.00106899
1914	1.03356	0.00315777	7.68199e-005	0.00311249	0.02115	0.328655	2.94991e-005	0.058131	0.108833	0.00118554	0.000433973	0.00108156
1915	1.0341	0.00315837	7.61779e-005	0.00311332	0.0211495	0.328642	2.7796e-005	0.0581314	0.108838	0.00118827	0.000433966	0.00109275
1916	1.03464	0.00315885	7.57992e-005	0.00311394	0.021149	0.32863	2.88538e-005	0.0581316	0.108835	0.00119052	0.000433959	0.00108437
1917	1.03518	0.00315928	7.55758e-005	0.00311472	0.0211486	0.328618	2.97339e-005	0.058132	0.108839	0.00119237	0.000433953	0.00107692
1918	1.03572	0.00315971	7.6243e-005	0.00311562	0.0211481	0.328598	2.91873e-005	0.0581324	0.108836	0.00119389	0.000433947	0.00107029
1919	1.03626	0.00316013	7.58376e-005	0.0031165	0.0211475	0.32858	2.79897e-005	0.0581325	0.108825	0.00119515	0.000430454	0.00106439
1920	1.0368	0.00316056	7.47994e-005	0.00311739	0.0211471	0.328572	2.87335e-005	0.0581327	0.108814	0.00119618	0.000427187	0.00104082
1921	1.03734	0.00316098	7.49859e-005	0.00311813	0.0211466	0.32856	2.98086e-005	0.058133	0.108805	0.00119703	0.000431104	0.00105649
1922	1.03788	0.00316146	7.5096e-005	0.00311877	0.0211461	0.328545	2.76038e-005	0.0581332	0.108803	0.00119773	0.000438256	0.00107044
1923	1.03842	0.00316188	7.51609e-005	0.00311956	0.0211456	0.32853	3.05104e-005	0.0581334	0.108798	0.00118012	0.000437973	0.00108286
1924	1.03896	0.00316231	7.51992e-005	0.00312033	0.0211451	0.328515	3.02421e-005	0.0581335	0.108794	0.001202	0.000437709	0.00111223
