TimeSlice	Time	bicepsfemorisposterior	gracilisanterior	gracilisposterior	illiopsoas	rectusfemoris	semimembranosus	semitendinosus	tibialisanterior	vastusintermedius	vastuslateralis	vastusmedialis
0	0	99.1827	98.7007	98.9161	99.5591	99.9035	98.937	99.1645	99.937	100	99.9995	100
1	0.00054	99.1827	98.7007	98.917	99.5591	99.9035	98.9368	99.1645	99.937	100	99.9995	100
2	0.00108	99.1834	98.7013	98.9191	99.5588	99.9035	98.9367	99.1657	99.937	100	99.9995	100
3	0.00162	99.1849	98.7028	98.9228	99.5583	99.9035	98.9368	99.1683	99.9369	100	99.9995	100
4	0.00216	99.1875	98.7055	98.9279	99.5575	99.9036	98.9372	99.1727	99.9364	100	99.9995	100
5	0.0027	99.1912	98.7095	98.9347	99.5565	99.9037	98.938	99.1789	99.9357	100	99.9995	100
6	0.00324	99.1961	98.7148	98.943	99.5553	99.9038	98.939	99.1868	99.9346	100	99.9996	100
7	0.00378	99.2021	98.7214	98.9529	99.5539	99.904	98.9404	99.1965	99.9333	100	99.9996	100
8	0.00432	99.2092	98.7292	98.964	99.5523	99.9043	98.942	99.2079	99.9316	100	99.9997	100
9	0.00486	99.2172	98.7381	98.9792	99.5505	99.9045	98.9456	99.2207	99.9298	100	99.9997	99.9999
10	0.0054	99.2282	98.7507	98.9951	99.5487	99.905	98.9492	99.2376	99.9261	99.9999	99.9998	99.9999
11	0.00594	99.2397	98.7639	99.0149	99.5467	99.9055	98.9547	99.2554	99.9224	99.9999	99.9998	99.9999
12	0.00648	99.254	98.7807	99.0344	99.5447	99.9062	98.9596	99.2769	99.9167	99.9998	99.9999	99.9999
13	0.00702	99.2682	98.7971	99.0566	99.5424	99.9069	98.9659	99.2982	99.9113	99.9996	99.9999	99.9998
14	0.00756	99.2843	98.8161	99.0772	99.54	99.9077	98.9709	99.3222	99.9045	99.9995	100	99.9998
15	0.0081	99.2993	98.8335	99.0993	99.5374	99.9084	98.9764	99.3446	99.8987	99.9993	100	99.9997
16	0.00864	99.3154	98.8523	99.1185	99.5346	99.9091	98.9799	99.3684	99.8921	99.999	100	99.9996
17	0.00918	99.3294	98.8682	99.138	99.5313	99.9096	98.9834	99.3895	99.8875	99.9988	100	99.9995
18	0.00972	99.3437	98.8845	99.1539	99.528	99.9102	98.9843	99.4108	99.8826	99.9984	100	99.9995
19	0.01026	99.3553	98.8971	99.1695	99.5242	99.9105	98.9848	99.4286	99.8805	99.9981	100	99.9994
20	0.0108	99.3668	98.9094	99.1815	99.5202	99.9108	98.9828	99.4462	99.8787	99.9977	99.9999	99.9993
21	0.01134	99.3756	98.9182	99.1936	99.5157	99.9108	98.9806	99.4605	99.8797	99.9974	99.9999	99.9993
22	0.01188	99.3845	98.927	99.2025	99.5112	99.9109	98.9761	99.4747	99.8808	99.997	99.9998	99.9992
23	0.01242	99.3911	98.9327	99.2121	99.5062	99.9107	98.9718	99.4861	99.8843	99.9966	99.9997	99.9991
24	0.01296	99.3982	98.939	99.2197	99.5012	99.9105	98.966	99.4981	99.8876	99.9961	99.9996	99.999
25	0.0135	99.4039	98.9433	99.2296	99.4958	99.9102	98.9616	99.5083	99.8925	99.9957	99.9996	99.9988
26	0.01404	99.4112	98.9499	99.2397	99.4905	99.9101	98.9572	99.5205	99.8959	99.9952	99.9995	99.9987
27	0.01458	99.4187	98.9566	99.254	99.4851	99.9099	98.9558	99.5327	99.8993	99.9946	99.9993	99.9985
28	0.01512	99.4293	98.9678	99.2697	99.48	99.9101	98.9554	99.5486	99.8997	99.994	99.9992	99.9983
29	0.01566	99.441	98.9804	99.2899	99.475	99.9103	98.9585	99.5655	99.8991	99.9932	99.999	99.998
30	0.0162	99.456	98.9978	99.3108	99.4703	99.9109	98.9623	99.5861	99.8951	99.9924	99.9988	99.9977
31	0.01674	99.4716	99.0161	99.3347	99.4657	99.9115	98.9684	99.6071	99.8903	99.9914	99.9986	99.9973
32	0.01728	99.4894	99.0376	99.3575	99.4613	99.9123	98.9737	99.6303	99.8829	99.9903	99.9983	99.9971
33	0.01782	99.5065	99.0582	99.3816	99.4566	99.9131	98.9801	99.6524	99.876	99.9891	99.9979	99.9967
34	0.01836	99.5245	99.0802	99.4031	99.4519	99.914	98.9847	99.6751	99.8677	99.9878	99.9976	99.9964
35	0.0189	99.5407	99.0997	99.4247	99.4469	99.9147	98.9895	99.6954	99.8613	99.9865	99.9972	99.996
36	0.01944	99.557	99.1194	99.4428	99.4419	99.9154	98.9917	99.7155	99.8542	99.9851	99.9968	99.9957
37	0.01998	99.5707	99.1356	99.4602	99.4364	99.9159	98.9935	99.7325	99.8501	99.9837	99.9964	99.9953
38	0.02052	99.5839	99.1513	99.4738	99.4309	99.9164	98.9923	99.7486	99.8461	99.9822	99.9959	99.9951
39	0.02106	99.5942	99.1628	99.4866	99.4249	99.9166	98.9906	99.7616	99.8456	99.9809	99.9955	99.9947
40	0.0216	99.604	99.1737	99.496	99.4189	99.9167	98.9861	99.7738	99.8456	99.9795	99.9951	99.9944
41	0.02214	99.6111	99.1808	99.5049	99.4125	99.9166	98.9813	99.7832	99.8489	99.9782	99.9947	99.9941
42	0.02268	99.618	99.1877	99.5112	99.406	99.9164	98.9742	99.7922	99.8523	99.9768	99.9943	99.9939
43	0.02322	99.6229	99.1916	99.5183	99.3992	99.916	98.9678	99.7991	99.8582	99.9756	99.9939	99.9935
44	0.02376	99.6284	99.1964	99.5244	99.3924	99.9157	98.9606	99.8065	99.8632	99.9743	99.9935	99.9932
45	0.0243	99.6332	99.2002	99.5332	99.3856	99.9153	98.9561	99.8131	99.8689	99.973	99.9931	99.9927
46	0.02484	99.64	99.2072	99.5429	99.379	99.9152	98.9525	99.8215	99.8717	99.9715	99.9926	99.9922
47	0.02538	99.6474	99.2152	99.5561	99.3727	99.9152	98.9525	99.8303	99.8734	99.97	99.9921	99.9916
48	0.02592	99.6576	99.2275	99.5702	99.3668	99.9154	98.9537	99.8413	99.8711	99.9682	99.9915	99.991
49	0.02646	99.6684	99.2409	99.5872	99.3611	99.9158	98.958	99.8526	99.8675	99.9663	99.9909	99.9903
50	0.027	99.6815	99.2579	99.6037	99.3558	99.9165	98.9622	99.8655	99.8603	99.9641	99.9902	99.9897
51	0.02754	99.6942	99.2745	99.6214	99.3504	99.9171	98.9678	99.8776	99.8529	99.9619	99.9894	99.989
52	0.02808	99.7078	99.2927	99.6372	99.3452	99.9179	98.9719	99.8902	99.8435	99.9595	99.9886	99.9884
53	0.02862	99.72	99.3089	99.653	99.3397	99.9186	98.9764	99.9012	99.8358	99.9571	99.9878	99.9878
54	0.02916	99.7322	99.3254	99.6661	99.3343	99.9193	98.9783	99.9118	99.8273	99.9546	99.987	99.9872
55	0.0297	99.7424	99.3388	99.6786	99.3285	99.9197	98.98	99.9205	99.8216	99.9523	99.9862	99.9866
56	0.03024	99.7521	99.3517	99.688	99.3227	99.9201	98.9786	99.9286	99.816	99.9499	99.9854	99.9861
57	0.03078	99.7595	99.3609	99.6965	99.3166	99.9202	98.9766	99.9347	99.8142	99.9477	99.9846	99.9856
58	0.03132	99.7662	99.3692	99.7021	99.3104	99.9203	98.9715	99.9402	99.8129	99.9456	99.9839	99.9852
59	0.03186	99.7707	99.374	99.7072	99.3039	99.9201	98.966	99.9441	99.8153	99.9437	99.9832	99.9847
60	0.0324	99.7747	99.3782	99.7098	99.2973	99.9199	98.9578	99.9476	99.8182	99.9419	99.9826	99.9844
61	0.03294	99.7768	99.3793	99.7125	99.2905	99.9194	98.9499	99.9498	99.8242	99.9403	99.982	99.9839
62	0.03348	99.7791	99.3806	99.7138	99.2837	99.9189	98.9403	99.952	99.8298	99.9386	99.9815	99.9836
63	0.03402	99.7802	99.3801	99.7167	99.2768	99.9183	98.9328	99.9536	99.837	99.9371	99.9809	99.983
64	0.03456	99.7826	99.3818	99.7199	99.2702	99.9179	98.9258	99.9558	99.8419	99.9355	99.9803	99.9825
65	0.0351	99.7851	99.3838	99.7259	99.2636	99.9175	98.9224	99.958	99.8461	99.9338	99.9798	99.9818
66	0.03564	99.7899	99.3896	99.7328	99.2577	99.9174	98.9204	99.9614	99.8462	99.9317	99.979	99.9811
67	0.03618	99.7954	99.3967	99.7425	99.252	99.9175	98.9221	99.9651	99.8446	99.9296	99.9783	99.9802
68	0.03672	99.8029	99.4075	99.7524	99.2468	99.9179	98.9246	99.9696	99.8386	99.9271	99.9774	99.9795
69	0.03726	99.8107	99.4188	99.7639	99.2417	99.9183	98.9294	99.974	99.8317	99.9245	99.9765	99.9786
70	0.0378	99.8197	99.4324	99.7744	99.2369	99.919	98.9331	99.9787	99.8218	99.9216	99.9754	99.9779
71	0.03834	99.8279	99.4448	99.7853	99.232	99.9195	98.9379	99.9826	99.813	99.9188	99.9744	99.9771
72	0.03888	99.8365	99.458	99.7944	99.2272	99.9202	98.9406	99.9864	99.8028	99.9158	99.9733	99.9765
73	0.03942	99.8437	99.469	99.8015	99.2222	99.9206	98.9408	99.9893	99.7949	99.9129	99.9723	99.9759
74	0.03996	99.8493	99.4773	99.8064	99.2169	99.9209	98.9383	99.9914	99.7902	99.9104	99.9714	99.9754
75	0.0405	99.8532	99.4826	99.8092	99.2113	99.9209	98.9329	99.9928	99.7889	99.9082	99.9706	99.9751
76	0.04104	99.8555	99.485	99.8098	99.2056	99.9206	98.9248	99.9937	99.7912	99.9063	99.9699	99.9748
77	0.04158	99.8561	99.4845	99.8086	99.1995	99.9201	98.914	99.9941	99.7969	99.9048	99.9694	99.9746
78	0.04212	99.8553	99.4814	99.806	99.1933	99.9193	98.9013	99.9941	99.8056	99.9036	99.969	99.9744
79	0.04266	99.8533	99.4762	99.8027	99.1868	99.9184	98.8877	99.9938	99.8167	99.9027	99.9686	99.9742
80	0.0432	99.8509	99.4702	99.7999	99.1803	99.9174	98.8749	99.9934	99.8285	99.9019	99.9684	99.9739
81	0.04374	99.8488	99.4649	99.7986	99.174	99.9164	98.8645	99.9931	99.8392	99.9011	99.968	99.9734
82	0.04428	99.848	99.4618	99.7998	99.1681	99.9157	98.8579	99.9931	99.8472	99.9	99.9676	99.9728
83	0.04482	99.8489	99.4622	99.8034	99.1627	99.9153	98.8553	99.9935	99.851	99.8985	99.9671	99.972
84	0.04536	99.8519	99.4662	99.8095	99.1581	99.9153	98.8567	99.9945	99.8503	99.8967	99.9664	99.9712
85	0.0459	99.8567	99.4737	99.8175	99.154	99.9156	98.8614	99.9958	99.8453	99.8944	99.9656	99.9703
86	0.04644	99.863	99.4842	99.8267	99.1505	99.9161	98.8682	99.9972	99.8366	99.8917	99.9646	99.9694
87	0.04698	99.8701	99.4964	99.8361	99.1472	99.9169	98.8758	99.9984	99.8252	99.8888	99.9636	99.9686
88	0.04752	99.8775	99.5093	99.8451	99.144	99.9178	98.883	99.9994	99.8127	99.8857	99.9624	99.9678
89	0.04806	99.8846	99.5218	99.8532	99.1407	99.9185	98.8891	99.9999	99.8005	99.8826	99.9613	99.9671
90	0.0486	99.8909	99.5331	99.8601	99.1372	99.9193	98.8935	100	99.7895	99.8796	99.9602	99.9665
91	0.04914	99.8963	99.5427	99.8654	99.1336	99.9198	98.8956	99.9998	99.7806	99.8768	99.9592	99.9659
92	0.04968	99.9005	99.5501	99.869	99.1297	99.9201	98.8951	99.9995	99.7746	99.8743	99.9582	99.9655
93	0.05022	99.9034	99.5549	99.871	99.1257	99.9203	98.8919	99.9991	99.772	99.8722	99.9574	99.9652
94	0.05076	99.905	99.5572	99.8714	99.1214	99.9201	98.886	99.9988	99.7728	99.8705	99.9568	99.9649
95	0.0513	99.9054	99.5569	99.8702	99.1169	99.9198	98.8776	99.9987	99.7772	99.8692	99.9563	99.9648
96	0.05184	99.9045	99.5542	99.8678	99.1123	99.9192	98.8669	99.9987	99.7847	99.8684	99.956	99.9648
97	0.05238	99.9027	99.5495	99.8644	99.1074	99.9184	98.8548	99.9989	99.795	99.8679	99.9558	99.9648
98	0.05292	99.9002	99.5433	99.8609	99.1024	99.9174	98.8424	99.9992	99.807	99.8676	99.9557	99.9647
99	0.05346	99.8975	99.537	99.8582	99.0975	99.9165	98.8317	99.9994	99.8191	99.8674	99.9557	99.9644
100	0.054	99.8955	99.532	99.8572	99.0928	99.9157	98.8242	99.9996	99.8294	99.867	99.9555	99.964
101	0.05454	99.8948	99.5297	99.8584	99.0886	99.9152	98.8208	99.9996	99.8361	99.8662	99.9552	99.9634
102	0.05508	99.8958	99.5308	99.8618	99.0851	99.915	98.8217	99.9995	99.8383	99.8649	99.9548	99.9626
103	0.05562	99.8985	99.5355	99.8672	99.0822	99.9152	98.8265	99.9991	99.8358	99.8632	99.9541	99.9618
104	0.05616	99.9027	99.5435	99.8741	99.08	99.9157	98.8343	99.9985	99.8289	99.8609	99.9533	99.9609
105	0.0567	99.9081	99.5539	99.8816	99.0781	99.9165	98.8437	99.9975	99.8185	99.8583	99.9523	99.9601
106	0.05724	99.9139	99.5656	99.8892	99.0764	99.9175	98.8536	99.996	99.8059	99.8553	99.9512	99.9593
107	0.05778	99.9198	99.5776	99.8963	99.0747	99.9184	98.8628	99.9941	99.7928	99.8522	99.95	99.9586
108	0.05832	99.9253	99.5891	99.9026	99.0729	99.9193	98.8708	99.9919	99.7801	99.8492	99.9489	99.9579
109	0.05886	99.9302	99.5993	99.9078	99.0709	99.9201	98.8769	99.9895	99.769	99.8463	99.9478	99.9574
110	0.0594	99.9342	99.6079	99.9117	99.0688	99.9208	98.8807	99.9873	99.7601	99.8437	99.9468	99.9569
111	0.05994	99.9373	99.6143	99.9142	99.0664	99.9212	98.8817	99.9854	99.7544	99.8414	99.946	99.9566
112	0.06048	99.9393	99.6184	99.9154	99.0639	99.9214	98.8801	99.984	99.7521	99.8396	99.9453	99.9564
113	0.06102	99.9402	99.62	99.9153	99.0611	99.9214	98.8758	99.9832	99.7534	99.8384	99.9448	99.9562
114	0.06156	99.9401	99.6193	99.9139	99.0583	99.9211	98.869	99.9831	99.7583	99.8376	99.9445	99.9563
115	0.0621	99.9391	99.6164	99.9115	99.0552	99.9206	98.8601	99.9836	99.7663	99.8373	99.9444	99.9564
116	0.06264	99.9374	99.6116	99.9084	99.052	99.9199	98.8497	99.9846	99.7771	99.8374	99.9445	99.9565
117	0.06318	99.935	99.6056	99.9051	99.0486	99.9191	98.8392	99.9859	99.7896	99.8378	99.9446	99.9566
118	0.06372	99.9325	99.5994	99.9025	99.0454	99.9182	98.8304	99.9872	99.8023	99.8382	99.9448	99.9565
119	0.06426	99.9306	99.5945	99.9013	99.0423	99.9176	98.8247	99.9881	99.813	99.8384	99.9448	99.9562
120	0.0648	99.9297	99.592	99.902	99.0398	99.9171	98.8232	99.9885	99.8201	99.8382	99.9447	99.9557
121	0.06534	99.9302	99.5928	99.9045	99.0379	99.9171	98.826	99.9881	99.8225	99.8374	99.9445	99.955
122	0.06588	99.9322	99.597	99.9087	99.0367	99.9174	98.8327	99.987	99.82	99.836	99.9439	99.9542
123	0.06642	99.9354	99.6041	99.9141	99.0361	99.918	98.8423	99.985	99.8129	99.8341	99.9432	99.9535
124	0.06696	99.9396	99.6136	99.92	99.0359	99.9189	98.8536	99.9823	99.8022	99.8318	99.9423	99.9527
125	0.0675	99.9441	99.6243	99.926	99.0358	99.9199	98.8653	99.9789	99.7894	99.8291	99.9413	99.952
126	0.06804	99.9487	99.6353	99.9316	99.0357	99.921	98.8764	99.975	99.7758	99.8263	99.9403	99.9514
127	0.06858	99.9529	99.6458	99.9365	99.0355	99.922	98.8863	99.971	99.7626	99.8236	99.9392	99.9509
128	0.06912	99.9566	99.6552	99.9405	99.0351	99.9229	98.8943	99.967	99.7509	99.821	99.9383	99.9504
129	0.06966	99.9597	99.6631	99.9435	99.0346	99.9236	98.9	99.9634	99.7415	99.8186	99.9374	99.95
130	0.0702	99.9619	99.6691	99.9454	99.0339	99.9242	98.9031	99.9605	99.7351	99.8168	99.9367	99.9498
131	0.07074	99.9634	99.6728	99.9462	99.033	99.9245	98.9035	99.9585	99.7321	99.8154	99.9362	99.9497
132	0.07128	99.964	99.6743	99.9459	99.0319	99.9246	98.9013	99.9576	99.7327	99.8147	99.9359	99.9497
133	0.07182	99.9638	99.6736	99.9447	99.0307	99.9244	98.8966	99.9577	99.7369	99.8144	99.9358	99.9498
134	0.07236	99.9629	99.6708	99.9426	99.0293	99.9241	98.8898	99.9588	99.7444	99.8147	99.9359	99.9501
135	0.0729	99.9613	99.6663	99.9397	99.0278	99.9235	98.8812	99.9608	99.7547	99.8155	99.9362	99.9504
136	0.07344	99.9592	99.6603	99.9366	99.0262	99.9228	98.872	99.9634	99.7672	99.8166	99.9366	99.9507
137	0.07398	99.9568	99.6538	99.9337	99.0246	99.922	98.864	99.966	99.7803	99.8178	99.9371	99.9509
138	0.07452	99.9547	99.6481	99.9318	99.0232	99.9213	98.8586	99.9683	99.7921	99.8188	99.9375	99.9508
139	0.07506	99.9533	99.6443	99.9314	99.0222	99.9209	98.8571	99.9697	99.8008	99.8195	99.9377	99.9506
140	0.0756	99.953	99.6434	99.9325	99.0218	99.9208	98.8597	99.97	99.8048	99.8196	99.9377	99.9501
141	0.07614	99.9538	99.6456	99.9352	99.0219	99.921	98.8664	99.9691	99.8039	99.8191	99.9375	99.9495
142	0.07668	99.9558	99.6509	99.939	99.0227	99.9216	98.8762	99.967	99.7982	99.8179	99.9371	99.9489
143	0.07722	99.9587	99.6585	99.9434	99.0238	99.9224	98.888	99.9638	99.7884	99.8162	99.9365	99.9483
144	0.07776	99.962	99.6676	99.948	99.0251	99.9234	98.9005	99.9597	99.776	99.8142	99.9357	99.9477
145	0.0783	99.9654	99.6773	99.9524	99.0265	99.9245	98.9127	99.9551	99.7623	99.8119	99.9348	99.9472
146	0.07884	99.9687	99.6867	99.9563	99.0278	99.9256	98.9239	99.9502	99.7487	99.8097	99.934	99.9468
147	0.07938	99.9715	99.6954	99.9595	99.0289	99.9265	98.9336	99.9454	99.7362	99.8075	99.9332	99.9464
148	0.07992	99.9739	99.7028	99.962	99.0298	99.9274	98.9413	99.9411	99.7256	99.8057	99.9325	99.9461
149	0.08046	99.9757	99.7086	99.9636	99.0306	99.928	98.9465	99.9376	99.7176	99.8042	99.9319	99.946
150	0.081	99.9769	99.7124	99.9643	99.0312	99.9285	98.949	99.9352	99.713	99.8032	99.9315	99.946
151	0.08154	99.9774	99.7142	99.9641	99.0317	99.9287	98.949	99.9342	99.7119	99.8028	99.9314	99.9461
152	0.08208	99.9773	99.7139	99.9632	99.032	99.9287	98.9466	99.9344	99.7143	99.803	99.9314	99.9464
153	0.08262	99.9766	99.7116	99.9614	99.0321	99.9285	98.9419	99.9359	99.7201	99.8037	99.9317	99.9467
154	0.08316	99.9753	99.7076	99.959	99.0322	99.9281	98.9353	99.9386	99.7289	99.805	99.9322	99.9472
155	0.0837	99.9735	99.702	99.9561	99.0321	99.9275	98.9276	99.942	99.7402	99.8066	99.9328	99.9477
156	0.08424	99.9714	99.6955	99.9531	99.0319	99.9268	98.9199	99.946	99.7531	99.8085	99.9335	99.9481
157	0.08478	99.9692	99.6889	99.9506	99.0318	99.9261	98.9139	99.9497	99.7659	99.8104	99.9343	99.9484
158	0.08532	99.9673	99.6835	99.9491	99.0319	99.9256	98.9109	99.9527	99.7765	99.812	99.9349	99.9485
159	0.08586	99.9662	99.6804	99.949	99.0323	99.9253	98.912	99.9544	99.7834	99.813	99.9352	99.9483
160	0.0864	99.9661	99.6804	99.9504	99.0332	99.9253	98.917	99.9546	99.7854	99.8133	99.9354	99.948
161	0.08694	99.9671	99.6834	99.9529	99.0346	99.9257	98.9256	99.9533	99.7824	99.8129	99.9352	99.9475
162	0.08748	99.969	99.6891	99.9564	99.0363	99.9265	98.9367	99.9504	99.7748	99.8119	99.9348	99.947
163	0.08802	99.9715	99.6969	99.9602	99.0383	99.9274	98.9493	99.9463	99.7636	99.8103	99.9342	99.9465
164	0.08856	99.9743	99.7057	99.9639	99.0403	99.9284	98.962	99.9414	99.7503	99.8084	99.9335	99.9461
165	0.0891	99.977	99.7148	99.9674	99.0423	99.9295	98.9743	99.936	99.7364	99.8063	99.9327	99.9456
166	0.08964	99.9796	99.7234	99.9704	99.0441	99.9305	98.9853	99.9305	99.723	99.8043	99.9319	99.9453
167	0.09018	99.9817	99.7312	99.9728	99.0457	99.9315	98.9947	99.9253	99.7109	99.8024	99.9312	99.945
168	0.09072	99.9835	99.7376	99.9746	99.0472	99.9323	99.0019	99.9208	99.701	99.8009	99.9306	99.9448
169	0.09126	99.9847	99.7424	99.9756	99.0485	99.9328	99.0067	99.9174	99.6939	99.7998	99.9302	99.9448
170	0.0918	99.9854	99.7453	99.9759	99.0496	99.9332	99.009	99.9153	99.6902	99.7992	99.93	99.9448
171	0.09234	99.9856	99.7463	99.9756	99.0506	99.9334	99.0088	99.9148	99.69	99.7993	99.93	99.9451
172	0.09288	99.9854	99.7454	99.9745	99.0514	99.9334	99.0064	99.9157	99.6933	99.7999	99.9303	99.9454
173	0.09342	99.9846	99.7426	99.9728	99.0522	99.9331	99.0019	99.9181	99.6999	99.801	99.9307	99.9459
174	0.09396	99.9834	99.7383	99.9706	99.0527	99.9327	98.9957	99.9216	99.7092	99.8026	99.9313	99.9464
175	0.0945	99.9818	99.7327	99.968	99.0532	99.9321	98.9886	99.9259	99.7209	99.8046	99.9321	99.947
176	0.09504	99.9799	99.7263	99.9655	99.0536	99.9315	98.9818	99.9306	99.7339	99.8068	99.9329	99.9475
177	0.09558	99.978	99.7201	99.9634	99.0541	99.9309	98.9769	99.935	99.7463	99.8088	99.9337	99.9478
178	0.09612	99.9765	99.7153	99.9623	99.0547	99.9304	98.9751	99.9383	99.7563	99.8105	99.9343	99.9479
179	0.09666	99.9757	99.7128	99.9624	99.0556	99.9302	98.9771	99.94	99.7624	99.8116	99.9347	99.9478
180	0.0972	99.9758	99.7133	99.9638	99.0569	99.9304	98.9829	99.94	99.7634	99.8119	99.9348	99.9475
181	0.09774	99.9767	99.7166	99.9661	99.0585	99.9308	98.9919	99.9382	99.7594	99.8114	99.9346	99.947
182	0.09828	99.9784	99.7225	99.9691	99.0604	99.9316	99.0031	99.9347	99.751	99.8103	99.9342	99.9466
183	0.09882	99.9806	99.7301	99.9723	99.0624	99.9325	99.0153	99.9298	99.7392	99.8087	99.9336	99.9461
184	0.09936	99.9829	99.7385	99.9754	99.0644	99.9335	99.0275	99.9241	99.7258	99.8067	99.9328	99.9457
185	0.0999	99.9851	99.747	99.9782	99.0662	99.9345	99.0391	99.918	99.7121	99.8046	99.9321	99.9453
186	0.10044	99.9871	99.755	99.9806	99.068	99.9355	99.0494	99.912	99.6991	99.8027	99.9313	99.9449
187	0.10098	99.9888	99.762	99.9825	99.0695	99.9364	99.0581	99.9063	99.6874	99.8008	99.9306	99.9446
188	0.10152	99.99	99.7678	99.9838	99.0709	99.9371	99.0647	99.9016	99.6781	99.7994	99.9301	99.9445
189	0.10206	99.9909	99.7721	99.9845	99.0722	99.9376	99.069	99.898	99.6716	99.7983	99.9297	99.9444
190	0.1026	99.9914	99.7746	99.9847	99.0732	99.938	99.0709	99.8959	99.6683	99.7979	99.9295	99.9445
191	0.10314	99.9916	99.7753	99.9844	99.0742	99.9381	99.0706	99.8955	99.6684	99.7979	99.9295	99.9447
192	0.10368	99.9913	99.7743	99.9836	99.075	99.9381	99.0682	99.8966	99.6718	99.7986	99.9297	99.9451
193	0.10422	99.9908	99.7718	99.9822	99.0757	99.9379	99.0638	99.8992	99.6783	99.7997	99.9302	99.9455
194	0.10476	99.9898	99.7677	99.9804	99.0763	99.9374	99.0579	99.9031	99.6875	99.8013	99.9308	99.9461
195	0.1053	99.9886	99.7625	99.9784	99.0767	99.9369	99.0512	99.9079	99.699	99.8033	99.9315	99.9466
196	0.10584	99.9871	99.7565	99.9763	99.0771	99.9363	99.0448	99.913	99.7116	99.8054	99.9324	99.9471
197	0.10638	99.9856	99.7508	99.9746	99.0775	99.9357	99.04	99.9178	99.7237	99.8074	99.9331	99.9475
198	0.10692	99.9844	99.7463	99.9737	99.0781	99.9353	99.0381	99.9215	99.7335	99.8091	99.9337	99.9476
199	0.10746	99.9837	99.7439	99.9737	99.0788	99.9351	99.0397	99.9235	99.7394	99.8101	99.9341	99.9475
200	0.108	99.9837	99.7443	99.9748	99.0799	99.9352	99.0447	99.9235	99.7405	99.8104	99.9342	99.9472
201	0.10854	99.9845	99.7472	99.9766	99.0813	99.9356	99.0528	99.9216	99.7367	99.8099	99.9341	99.9468
202	0.10908	99.9858	99.7525	99.979	99.0829	99.9363	99.063	99.9178	99.7285	99.8088	99.9336	99.9464
203	0.10962	99.9875	99.7594	99.9816	99.0846	99.9371	99.074	99.9126	99.7171	99.8072	99.933	99.9459
204	0.11016	99.9893	99.767	99.984	99.0862	99.938	99.0851	99.9064	99.7041	99.8052	99.9323	99.9455
205	0.1107	99.9909	99.7747	99.9861	99.0877	99.9389	99.0955	99.8999	99.6908	99.8031	99.9315	99.9451
206	0.11124	99.9924	99.7819	99.9879	99.0891	99.9398	99.1048	99.8934	99.6781	99.8011	99.9307	99.9447
207	0.11178	99.9936	99.7882	99.9893	99.0903	99.9406	99.1125	99.8875	99.6669	99.7993	99.93	99.9444
208	0.11232	99.9945	99.7934	99.9903	99.0914	99.9413	99.1183	99.8824	99.6578	99.7978	99.9295	99.9442
209	0.11286	99.9952	99.7972	99.9909	99.0923	99.9417	99.122	99.8786	99.6514	99.7967	99.929	99.9442
210	0.1134	99.9955	99.7995	99.991	99.093	99.942	99.1235	99.8764	99.6481	99.7961	99.9288	99.9443
211	0.11394	99.9956	99.8001	99.9908	99.0937	99.9422	99.1228	99.8759	99.6481	99.7961	99.9288	99.9445
212	0.11448	99.9955	99.7992	99.9901	99.0941	99.9421	99.1201	99.8771	99.6512	99.7967	99.929	99.9448
213	0.11502	99.995	99.7968	99.9891	99.0945	99.9418	99.1157	99.8798	99.6572	99.7977	99.9294	99.9452
214	0.11556	99.9944	99.7931	99.9878	99.0948	99.9414	99.1098	99.8838	99.6659	99.7992	99.93	99.9457
215	0.1161	99.9935	99.7882	99.9862	99.0949	99.9409	99.1029	99.8889	99.6767	99.801	99.9307	99.9462
216	0.11664	99.9924	99.7827	99.9845	99.095	99.9403	99.0963	99.8944	99.6887	99.803	99.9314	99.9467
217	0.11718	99.9912	99.7772	99.9831	99.0951	99.9397	99.091	99.8996	99.7005	99.8049	99.9322	99.947
218	0.11772	99.9902	99.7728	99.9822	99.0952	99.9392	99.0881	99.9037	99.7102	99.8065	99.9328	99.9472
219	0.11826	99.9896	99.7701	99.9821	99.0956	99.939	99.0884	99.9062	99.7164	99.8075	99.9332	99.9471
220	0.1188	99.9895	99.7698	99.9827	99.0961	99.939	99.0919	99.9066	99.7181	99.8078	99.9333	99.9469
221	0.11934	99.99	99.772	99.9841	99.097	99.9393	99.0983	99.9049	99.7151	99.8074	99.9331	99.9465
222	0.11988	99.9909	99.7763	99.9859	99.098	99.9398	99.1068	99.9012	99.7077	99.8063	99.9327	99.9461
223	0.12042	99.9921	99.7822	99.9878	99.0991	99.9405	99.1162	99.896	99.6971	99.8046	99.932	99.9456
224	0.12096	99.9934	99.7889	99.9896	99.1001	99.9413	99.1257	99.8897	99.6847	99.8026	99.9313	99.9452
225	0.1215	99.9947	99.7956	99.9912	99.101	99.9421	99.1346	99.883	99.672	99.8005	99.9305	99.9447
226	0.12204	99.9957	99.802	99.9926	99.1018	99.9429	99.1426	99.8764	99.6598	99.7985	99.9297	99.9444
227	0.12258	99.9966	99.8077	99.9936	99.1024	99.9436	99.1491	99.8702	99.6488	99.7965	99.929	99.9441
228	0.12312	99.9972	99.8124	99.9944	99.1028	99.9441	99.1539	99.8648	99.6398	99.7949	99.9283	99.9438
