TimeSlice	Time	LH_AnkleZ	LH_Knee	LH_HipZ
9956	5.37624	-0.175439	0.127003	-0.0118089
9975	5.3865	-0.175696	0.127005	-0.0118031
9994	5.39676	-0.175877	0.127013	-0.0117979
10013	5.40702	-0.176026	0.127017	-0.0117978
10032	5.41728	-0.176244	0.127023	-0.0117901
10051	5.42754	-0.176475	0.127027	-0.011787
10070	5.4378	-0.17663	0.127033	-0.011782
10089	5.44806	-0.17681	0.127039	-0.0117797
10108	5.45832	-0.177061	0.127041	-0.0117731
10127	5.46858	-0.177211	0.12705	-0.0117697
10146	5.47884	-0.177371	0.127053	-0.0117687
10165	5.4891	-0.177619	0.127059	-0.0117602
10184	5.49936	-0.177793	0.127063	-0.0117591
10203	5.50962	-0.177945	0.127069	-0.0117539
10222	5.51988	-0.178166	0.127074	-0.0117507
10241	5.53014	-0.178371	0.127077	-0.0117479
10260	5.5404	-0.178514	0.127083	-0.0117427
10279	5.55066	-0.178712	0.127088	-0.0117401
10298	5.56092	-0.178936	0.127091	-0.0117366
10317	5.57118	-0.179082	0.127097	-0.0117315
10336	5.58144	-0.179253	0.127103	-0.0117295
10355	5.5917	-0.179494	0.127105	-0.0117257
10374	5.60196	-0.179644	0.127111	-0.0117204
10393	5.61222	-0.179795	0.127117	-0.0117187
10412	5.62248	-0.18003	0.127119	-0.0117134
10431	5.63274	-0.180201	0.127127	-0.0117083
10450	5.643	-0.18034	0.12713	-0.0117083
10469	5.65326	-0.180542	0.127136	-0.011701
10488	5.66352	-0.180754	0.12714	-0.0116983
10507	5.67378	-0.180898	0.127145	-0.0116936
10526	5.68404	-0.181063	0.127151	-0.0116915
10545	5.6943	-0.181296	0.127153	-0.0116879
10564	5.70456	-0.18144	0.127158	-0.0116828
10583	5.71482	-0.181587	0.127164	-0.0116811
10602	5.72508	-0.181816	0.127166	-0.0116761
10621	5.73534	-0.181979	0.127173	-0.0116712
10640	5.7456	-0.182115	0.127178	-0.0116671
10659	5.75586	-0.182319	0.127183	-0.0116648
10678	5.76612	-0.182509	0.127186	-0.0116622
10697	5.77638	-0.182642	0.127191	-0.0116573
10716	5.78664	-0.182822	0.127196	-0.011655
10735	5.7969	-0.183042	0.127198	-0.0116493
10754	5.80716	-0.183173	0.127206	-0.0116465
10773	5.81742	-0.183317	0.127209	-0.0116456
10792	5.82768	-0.183538	0.127214	-0.011638
10811	5.83794	-0.183693	0.127218	-0.011637
10830	5.8482	-0.183826	0.127224	-0.011632
10849	5.85846	-0.184039	0.127228	-0.0116288
10868	5.86872	-0.184207	0.127231	-0.011624
10887	5.87898	-0.184335	0.127238	-0.0116221
10906	5.88924	-0.184513	0.12724	-0.0116194
10925	5.8995	-0.184718	0.127246	-0.0116128
10944	5.90976	-0.184844	0.12725	-0.0116129
10963	5.92002	-0.184998	0.127253	-0.0116102
10982	5.93028	-0.185213	0.127258	-0.0116032
11001	5.94054	-0.185345	0.127262	-0.011603
11020	5.9508	-0.185482	0.127266	-0.011601
11039	5.96106	-0.185695	0.127271	-0.0115939
11058	5.97132	-0.185842	0.127275	-0.011593
11077	5.98158	-0.185973	0.127279	-0.0115884
11096	5.99184	-0.186162	0.127284	-0.0115857
11115	6.0021	-0.186343	0.127286	-0.0115806
11134	6.01236	-0.186464	0.127293	-0.0115784
11153	6.02262	-0.186619	0.127298	-0.0115734
11172	6.03288	-0.186826	0.127301	-0.0115709
11191	6.04314	-0.186954	0.127305	-0.0115668
11210	6.0534	-0.187084	0.12731	-0.0115644
11229	6.06366	-0.187288	0.127315	-0.0115584
11248	6.07392	-0.187436	0.127318	-0.0115578
11267	6.08418	-0.187559	0.127322	-0.0115534
11286	6.09444	-0.187741	0.127327	-0.0115508
11305	6.1047	-0.187911	0.127329	-0.0115459
11324	6.11496	-0.18803	0.127336	-0.011544
11343	6.12522	-0.188183	0.12734	-0.0115391
11362	6.13548	-0.188383	0.127343	-0.0115369
11381	6.14574	-0.188507	0.127347	-0.0115329
11400	6.156	-0.188635	0.127352	-0.0115313
11419	6.16626	-0.188833	0.127354	-0.0115271
11438	6.17652	-0.188973	0.12736	-0.0115231
11457	6.18678	-0.18909	0.127363	-0.011523
11476	6.19704	-0.189268	0.127368	-0.0115167
11495	6.2073	-0.189428	0.127371	-0.0115151
11514	6.21756	-0.189541	0.127376	-0.0115111
11533	6.22782	-0.189714	0.12738	-0.0115087
11552	6.23808	-0.189883	0.127382	-0.0115041
11571	6.24834	-0.189995	0.127389	-0.0115022
11590	6.2586	-0.190135	0.127391	-0.0115008
11609	6.26886	-0.190327	0.127396	-0.0114944
11628	6.27912	-0.190448	0.1274	-0.0114909
11647	6.28938	-0.190569	0.127405	-0.0114902
11666	6.29964	-0.190759	0.127406	-0.0114862
11685	6.3099	-0.190894	0.127412	-0.0114823
11704	6.32016	-0.191006	0.127415	-0.0114822
11723	6.33042	-0.191174	0.12742	-0.0114763
11742	6.34068	-0.191338	0.127422	-0.0114719
11761	6.35094	-0.191446	0.127428	-0.0114711
11780	6.3612	-0.191581	0.12743	-0.0114698
11799	6.37146	-0.191767	0.127435	-0.0114635
11818	6.38172	-0.191884	0.127438	-0.0114601
11837	6.39198	-0.192001	0.127443	-0.0114596
11856	6.40224	-0.192183	0.127444	-0.0114557
11875	6.4125	-0.192314	0.12745	-0.0114519
11894	6.42276	-0.192423	0.127454	-0.0114487
11913	6.43302	-0.192584	0.127458	-0.0114472
11932	6.44328	-0.192738	0.12746	-0.0114428
11951	6.45354	-0.192843	0.127466	-0.011441
11970	6.4638	-0.19298	0.12747	-0.0114367
11989	6.47406	-0.193158	0.127472	-0.0114324
12008	6.48432	-0.193264	0.127478	-0.0114306
12027	6.49458	-0.193383	0.127481	-0.0114269
12046	6.50484	-0.193562	0.127484	-0.011425
12065	6.5151	-0.193683	0.127487	-0.0114214
12084	6.52536	-0.193789	0.127492	-0.0114201
12103	6.53562	-0.193953	0.127494	-0.0114169
12122	6.54588	-0.194091	0.127499	-0.0114129
12141	6.55614	-0.194197	0.127502	-0.01141
12160	6.5664	-0.194336	0.127506	-0.0114091
12179	6.57666	-0.194499	0.127508	-0.0114047
12198	6.58692	-0.194598	0.127514	-0.0114027
12217	6.59718	-0.194724	0.127518	-0.0113988
12236	6.60744	-0.194895	0.12752	-0.011397
12255	6.6177	-0.194995	0.127523	-0.0113937
12274	6.62796	-0.195113	0.127528	-0.0113923
12293	6.63822	-0.195283	0.127529	-0.0113885
12312	6.64848	-0.195392	0.127535	-0.0113857
12331	6.65874	-0.195497	0.127538	-0.0113826
12350	6.669	-0.195658	0.127541	-0.0113811
12369	6.67926	-0.195789	0.127543	-0.0113773
12388	6.68952	-0.195886	0.127549	-0.0113756
12407	6.69978	-0.196023	0.127552	-0.0113715
12426	6.71004	-0.196176	0.127554	-0.0113702
12445	6.7203	-0.196275	0.127558	-0.011367
12464	6.73056	-0.196391	0.127562	-0.0113657
12483	6.74082	-0.196558	0.127563	-0.0113619
12502	6.75108	-0.196662	0.127569	-0.0113593
12521	6.76134	-0.196761	0.127571	-0.0113593
12540	6.7716	-0.196911	0.127575	-0.0113541
12559	6.78186	-0.197044	0.127577	-0.0113504
12578	6.79212	-0.197138	0.127582	-0.0113497
12597	6.80238	-0.197269	0.127584	-0.0113479
12616	6.81264	-0.19742	0.127588	-0.0113431
12635	6.8229	-0.197515	0.127592	-0.0113404
12654	6.83316	-0.197625	0.127595	-0.0113399
12673	6.84342	-0.197784	0.127596	-0.0113362
12692	6.85368	-0.197886	0.127602	-0.0113335
12711	6.86394	-0.197983	0.127605	-0.0113306
12730	6.8742	-0.198135	0.127608	-0.0113291
12749	6.88446	-0.198256	0.12761	-0.0113257
12768	6.89472	-0.198346	0.127615	-0.0113241
12787	6.90498	-0.198478	0.127618	-0.0113201
12806	6.91524	-0.198618	0.12762	-0.0113166
12825	6.9255	-0.198708	0.127625	-0.0113155
12844	6.93576	-0.198819	0.127626	-0.0113144
12863	6.94602	-0.198973	0.127631	-0.0113094
12882	6.95628	-0.199067	0.127634	-0.0113068
12901	6.96654	-0.199162	0.127637	-0.0113058
12920	6.9768	-0.199313	0.127641	-0.0113012
12939	6.98706	-0.19942	0.127643	-0.0112984
12958	6.99732	-0.199509	0.127647	-0.0112976
12977	7.00758	-0.199649	0.12765	-0.0112934
12996	7.01784	-0.199771	0.127653	-0.0112902
13015	7.0281	-0.199857	0.127657	-0.0112897
13034	7.03836	-0.199978	0.127658	-0.0112883
13053	7.04862	-0.200117	0.127662	-0.0112839
13072	7.05888	-0.200203	0.127665	-0.0112843
13091	7.06914	-0.20031	0.127669	-0.0112803
13110	7.0794	-0.200457	0.127671	-0.0112765
13129	7.08966	-0.200543	0.127675	-0.0112756
13148	7.09992	-0.200638	0.127678	-0.0112725
13167	7.11018	-0.200783	0.12768	-0.011271
13186	7.12044	-0.200884	0.127683	-0.011268
13205	7.1307	-0.20097	0.127687	-0.0112672
13224	7.14096	-0.201101	0.127688	-0.0112647
13243	7.15122	-0.201216	0.127693	-0.0112613
13262	7.16148	-0.201303	0.127695	-0.0112589
13281	7.17174	-0.201415	0.127698	-0.0112572
13300	7.182	-0.20155	0.127702	-0.0112533
13319	7.19226	-0.201633	0.127704	-0.0112511
13338	7.20252	-0.20173	0.127707	-0.0112499
13357	7.21278	-0.20187	0.127711	-0.0112458
13376	7.22304	-0.201958	0.127713	-0.0112435
13395	7.2333	-0.202046	0.127717	-0.0112426
13414	7.24356	-0.202184	0.12772	-0.0112386
13433	7.25382	-0.202281	0.127722	-0.0112361
13452	7.26408	-0.202363	0.127726	-0.0112354
13471	7.27434	-0.202488	0.127729	-0.0112316
13490	7.2846	-0.202601	0.127731	-0.0112288
13509	7.29486	-0.202679	0.127735	-0.0112282
13528	7.30512	-0.202793	0.127738	-0.0112247
13547	7.31538	-0.202915	0.127739	-0.0112217
13566	7.32564	-0.202993	0.127744	-0.0112211
13585	7.3359	-0.203092	0.127746	-0.011218
13604	7.34616	-0.203226	0.127748	-0.0112169
13623	7.35642	-0.203309	0.127751	-0.0112144
13642	7.36668	-0.203393	0.127754	-0.0112123
13661	7.37694	-0.20352	0.127756	-0.0112102
13680	7.3872	-0.203619	0.12776	-0.0112076
13699	7.39746	-0.203695	0.127762	-0.0112054
13718	7.40772	-0.203805	0.127765	-0.0112023
13737	7.41798	-0.20393	0.127768	-0.0112001
13756	7.42824	-0.204005	0.12777	-0.0111981
13775	7.4385	-0.204095	0.127773	-0.0111967
13794	7.44876	-0.204225	0.127776	-0.0111933
13813	7.45902	-0.204307	0.127779	-0.0111912
13832	7.46928	-0.204387	0.127782	-0.0111904
13851	7.47954	-0.204512	0.127784	-0.0111869
13870	7.4898	-0.20461	0.127786	-0.0111846
13889	7.50006	-0.204684	0.12779	-0.0111841
13908	7.51032	-0.204789	0.127793	-0.0111809
13927	7.52058	-0.204905	0.127794	-0.0111781
13946	7.53084	-0.204977	0.127798	-0.0111776
13965	7.5411	-0.205068	0.127801	-0.0111748
13984	7.55136	-0.205192	0.127802	-0.011172
14003	7.56162	-0.205268	0.127806	-0.0111709
14022	7.57188	-0.205348	0.127809	-0.0111685
14041	7.58214	-0.205469	0.12781	-0.0111662
14060	7.5924	-0.205559	0.127814	-0.0111642
14079	7.60266	-0.205631	0.127817	-0.0111623
14098	7.61292	-0.205739	0.127819	-0.0111604
14117	7.62318	-0.205845	0.127822	-0.0111578
14136	7.63344	-0.205917	0.127823	-0.0111586
14155	7.6437	-0.206008	0.127827	-0.0111552
14174	7.65396	-0.206126	0.127828	-0.0111523
14193	7.66422	-0.206198	0.127832	-0.0111516
14212	7.67448	-0.206277	0.127834	-0.0111492
14231	7.68474	-0.206395	0.127836	-0.0111466
14250	7.695	-0.206477	0.127839	-0.0111452
14269	7.70526	-0.206549	0.127842	-0.0111431
14288	7.71552	-0.206658	0.127844	-0.011141
14307	7.72578	-0.206751	0.127847	-0.0111389
14326	7.73604	-0.206818	0.127849	-0.011137
14345	7.7463	-0.20692	0.127851	-0.0111353
14364	7.75656	-0.207022	0.127854	-0.0111329
14383	7.76682	-0.207089	0.127857	-0.0111311
14402	7.77708	-0.207178	0.127859	-0.0111298
14421	7.78734	-0.20729	0.127861	-0.011126
14440	7.7976	-0.207361	0.127864	-0.0111241
14459	7.80786	-0.207431	0.127867	-0.0111224
14478	7.81812	-0.207537	0.127869	-0.0111194
14497	7.82838	-0.207634	0.127871	-0.0111166
14516	7.83864	-0.207703	0.127874	-0.011115
14535	7.8489	-0.20778	0.127877	-0.0111135
14554	7.85916	-0.207891	0.127878	-0.0111115
14573	7.86942	-0.207967	0.127881	-0.0111102
14592	7.87968	-0.208036	0.127884	-0.0111083
14611	7.88994	-0.208137	0.127885	-0.0111066
14630	7.9002	-0.208228	0.127888	-0.0111046
14649	7.91046	-0.208289	0.127891	-0.0111029
14668	7.92072	-0.20838	0.127893	-0.0111004
14687	7.93098	-0.208487	0.127895	-0.0110988
14706	7.94124	-0.208551	0.127897	-0.0110972
14725	7.9515	-0.208623	0.1279	-0.0110963
14744	7.96176	-0.208731	0.127902	-0.0110935
14763	7.97202	-0.208803	0.127904	-0.0110918
14782	7.98228	-0.208868	0.127907	-0.0110916
14801	7.99254	-0.208965	0.127909	-0.0110883
14820	8.0028	-0.209061	0.127911	-0.0110872
14839	8.01306	-0.209124	0.127913	-0.0110856
14858	8.02332	-0.209195	0.127916	-0.0110838
14877	8.03358	-0.209299	0.127917	-0.0110807
14896	8.04384	-0.209379	0.12792	-0.0110784
14915	8.0541	-0.20944	0.127922	-0.0110791
14934	8.06436	-0.209523	0.127924	-0.011076
14953	8.07462	-0.20961	0.127927	-0.0110749
14972	8.08488	-0.209674	0.127929	-0.0110734
14991	8.09514	-0.209773	0.12793	-0.0110716
15010	8.1054	-0.209851	0.127933	-0.01107
15029	8.11566	-0.20991	0.127935	-0.0110683
15048	8.12592	-0.209997	0.127937	-0.0110659
15067	8.13618	-0.210096	0.127939	-0.011063
15086	8.14644	-0.210158	0.127942	-0.0110615
15105	8.1567	-0.21022	0.127944	-0.0110601
15124	8.16696	-0.210312	0.127946	-0.0110575
15143	8.17722	-0.210401	0.127948	-0.011055
15162	8.18748	-0.210461	0.127951	-0.0110537
15181	8.19774	-0.210527	0.127953	-0.0110521
15200	8.208	-0.210626	0.127955	-0.0110493
15219	8.21826	-0.210699	0.127957	-0.0110474
15238	8.22852	-0.21076	0.12796	-0.0110462
15257	8.23878	-0.210836	0.127961	-0.0110461
15276	8.24904	-0.210931	0.127964	-0.0110434
15295	8.2593	-0.210989	0.127966	-0.0110422
15314	8.26956	-0.211053	0.127968	-0.0110406
15333	8.27982	-0.211148	0.12797	-0.0110379
15352	8.29008	-0.211223	0.127972	-0.0110359
15371	8.30034	-0.211281	0.127974	-0.011037
15390	8.3106	-0.21135	0.127976	-0.0110343
15409	8.32086	-0.211447	0.127978	-0.0110316
15428	8.33112	-0.211511	0.12798	-0.01103
15447	8.34138	-0.211569	0.127983	-0.0110289
15466	8.35164	-0.211651	0.127984	-0.0110284
15485	8.3619	-0.211736	0.127986	-0.0110254
15504	8.37216	-0.211792	0.127988	-0.0110242
15523	8.38242	-0.211856	0.12799	-0.0110244
15542	8.39268	-0.21195	0.127992	-0.0110217
15561	8.40294	-0.21201	0.127994	-0.0110225
15580	8.4132	-0.212068	0.127996	-0.0110204
15599	8.42346	-0.212159	0.127997	-0.0110185
15618	8.43372	-0.212225	0.128	-0.0110164
15637	8.44398	-0.212279	0.128002	-0.0110172
15656	8.45424	-0.212362	0.128003	-0.0110141
15675	8.4645	-0.212441	0.128005	-0.0110119
15694	8.47476	-0.212495	0.128008	-0.0110107
15713	8.48502	-0.212555	0.12801	-0.0110093
15732	8.49528	-0.212644	0.128011	-0.0110067
15751	8.50554	-0.212713	0.128013	-0.0110049
15770	8.5158	-0.212767	0.128016	-0.0110039
15789	8.52606	-0.212834	0.128017	-0.0110039
15808	8.53632	-0.212921	0.128019	-0.0110013
15827	8.54658	-0.212974	0.128021	-0.0110001
15846	8.55684	-0.213031	0.128023	-0.0109987
15865	8.5671	-0.213116	0.128025	-0.0109963
15884	8.57736	-0.213185	0.128027	-0.0109945
15903	8.58762	-0.213236	0.128029	-0.0109935
15922	8.59788	-0.213301	0.128031	-0.0109918
15941	8.60814	-0.213387	0.128032	-0.0109894
15960	8.6184	-0.213444	0.128034	-0.010988
15979	8.62866	-0.213497	0.128036	-0.0109888
15998	8.63892	-0.213576	0.128038	-0.0109863
16017	8.64918	-0.213645	0.12804	-0.0109848
16036	8.65944	-0.213697	0.128042	-0.0109836
16055	8.6697	-0.213758	0.128044	-0.010982
16074	8.67996	-0.213843	0.128045	-0.0109796
16093	8.69022	-0.213899	0.128047	-0.0109782
16112	8.70048	-0.21395	0.128049	-0.0109772
16131	8.71074	-0.214018	0.128051	-0.0109754
16150	8.721	-0.214099	0.128052	-0.0109732
16169	8.73126	-0.214149	0.128055	-0.0109722
16188	8.74152	-0.214201	0.128057	-0.0109711
16207	8.75178	-0.214275	0.128058	-0.0109691
16226	8.76204	-0.21435	0.12806	-0.0109685
16245	8.7723	-0.214398	0.128062	-0.0109673
16264	8.78256	-0.214455	0.128063	-0.0109667
16283	8.79282	-0.214538	0.128065	-0.0109641
16302	8.80308	-0.21459	0.128067	-0.0109629
16321	8.81334	-0.214639	0.128069	-0.010962
16340	8.8236	-0.214705	0.12807	-0.0109603
16359	8.83386	-0.214783	0.128072	-0.0109581
16378	8.84412	-0.214834	0.128074	-0.010957
16397	8.85438	-0.214882	0.128076	-0.0109563
16416	8.86464	-0.214961	0.128077	-0.0109545
16435	8.8749	-0.215008	0.128079	-0.0109536
16454	8.88516	-0.215061	0.128081	-0.0109524
16473	8.89542	-0.215139	0.128082	-0.0109502
16492	8.90568	-0.215199	0.128084	-0.0109487
16511	8.91594	-0.215245	0.128086	-0.0109479
16530	8.9262	-0.215302	0.128088	-0.0109465
16549	8.93646	-0.215379	0.128089	-0.0109443
16568	8.94672	-0.215428	0.128091	-0.0109433
16587	8.95698	-0.215475	0.128093	-0.0109423
16606	8.96724	-0.215549	0.128094	-0.0109404
16625	8.9775	-0.215608	0.128096	-0.0109389
16644	8.98776	-0.215653	0.128098	-0.0109382
16663	8.99802	-0.215709	0.1281	-0.0109368
16682	9.00828	-0.215785	0.128101	-0.0109348
16701	9.01854	-0.215836	0.128103	-0.0109337
16720	9.0288	-0.215881	0.128105	-0.0109329
16739	9.03906	-0.215942	0.128106	-0.0109314
16758	9.04932	-0.216015	0.128107	-0.0109295
16777	9.05958	-0.21606	0.128109	-0.0109286
16796	9.06984	-0.216105	0.128111	-0.0109277
16815	9.0801	-0.216173	0.128113	-0.010926
16834	9.09036	-0.216238	0.128114	-0.0109244
16853	9.10062	-0.216284	0.128116	-0.0109236
16872	9.11088	-0.216328	0.128118	-0.0109227
16891	9.12114	-0.216395	0.128119	-0.010921
16910	9.1314	-0.216457	0.12812	-0.0109195
16929	9.14166	-0.216499	0.128122	-0.0109188
16948	9.15192	-0.216549	0.128124	-0.0109176
16967	9.16218	-0.216622	0.128125	-0.0109157
16986	9.17244	-0.21667	0.128127	-0.0109147
17005	9.1827	-0.216711	0.128129	-0.0109141
17024	9.19296	-0.21677	0.12813	-0.0109126
17043	9.20322	-0.21684	0.128131	-0.0109108
17062	9.21348	-0.216882	0.128133	-0.0109101
17081	9.22374	-0.216926	0.128135	-0.0109093
17100	9.234	-0.216988	0.128136	-0.0109077
17119	9.24426	-0.217051	0.128137	-0.0109061
17138	9.25452	-0.217091	0.128139	-0.0109055
17157	9.26478	-0.217137	0.128141	-0.0109045
17176	9.27504	-0.217204	0.128142	-0.0109028
17195	9.2853	-0.217255	0.128144	-0.0109017
17214	9.29556	-0.217298	0.128145	-0.0109011
17233	9.30582	-0.217347	0.128147	-0.0108999
17252	9.31608	-0.217415	0.128148	-0.010898
17271	9.32634	-0.217458	0.12815	-0.0108972
17290	9.3366	-0.217499	0.128151	-0.0108966
17309	9.34686	-0.217558	0.128152	-0.0108951
17328	9.35712	-0.21762	0.128154	-0.0108936
17347	9.36738	-0.217661	0.128155	-0.010893
17366	9.37764	-0.217704	0.128157	-0.0108922
17385	9.3879	-0.217768	0.128158	-0.0108907
17404	9.39816	-0.217823	0.128159	-0.0108895
17423	9.40842	-0.217864	0.12816	-0.0108891
17442	9.41868	-0.217911	0.128162	-0.0108881
17461	9.42894	-0.217978	0.128162	-0.0108865
17480	9.4392	-0.218024	0.128164	-0.0108857
17499	9.44946	-0.218065	0.128165	-0.0108853
17518	9.45972	-0.218119	0.128166	-0.0108842
17537	9.46998	-0.218183	0.128167	-0.0108828
17556	9.48024	-0.218227	0.128168	-0.0108822
17575	9.4905	-0.218267	0.128169	-0.0108817
17594	9.50076	-0.218327	0.12817	-0.0108804
17613	9.51102	-0.218385	0.128171	-0.0108793
17632	9.52128	-0.218426	0.128172	-0.0108789
17651	9.53154	-0.218469	0.128173	-0.0108783
17670	9.5418	-0.218533	0.128174	-0.010877
17689	9.55206	-0.218586	0.128175	-0.0108761
17708	9.56232	-0.218626	0.128176	-0.0108758
17727	9.57258	-0.218673	0.128177	-0.010875
17746	9.58284	-0.218738	0.128178	-0.0108737
17765	9.5931	-0.218784	0.128179	-0.0108731
17784	9.60336	-0.218824	0.12818	-0.0108728
17803	9.61362	-0.218878	0.12818	-0.0108718
17822	9.62388	-0.218941	0.128181	-0.0108707
17841	9.63414	-0.218983	0.128182	-0.0108703
17860	9.6444	-0.219023	0.128183	-0.0108699
17879	9.65466	-0.219082	0.128184	-0.0108688
17898	9.66492	-0.219139	0.128184	-0.0108678
17917	9.67518	-0.219179	0.128185	-0.0108695
17936	9.68544	-0.219225	0.128186	-0.0108679
17955	9.6957	-0.21929	0.128186	-0.0108667
17974	9.70596	-0.219336	0.128187	-0.0108661
17993	9.71622	-0.219375	0.128188	-0.010866
18012	9.72648	-0.219427	0.128188	-0.0108665
18031	9.73674	-0.219492	0.128189	-0.0108647
18050	9.747	-0.219534	0.12819	-0.0108644
18069	9.75726	-0.219574	0.128191	-0.0108641
18088	9.76752	-0.219626	0.128191	-0.0108632
18107	9.77778	-0.219689	0.128192	-0.0108621
18126	9.78804	-0.21973	0.128193	-0.0108617
18145	9.7983	-0.219769	0.128193	-0.0108614
18164	9.80856	-0.219828	0.128194	-0.0108604
18183	9.81882	-0.219885	0.128195	-0.0108594
18202	9.82908	-0.219924	0.128196	-0.0108593
18221	9.83934	-0.219966	0.128196	-0.0108588
18240	9.8496	-0.220028	0.128197	-0.0108577
18259	9.85986	-0.220078	0.128197	-0.010857
18278	9.87012	-0.220117	0.128198	-0.010857
18297	9.88038	-0.220164	0.128198	-0.010858
18316	9.89064	-0.220227	0.128199	-0.0108561
18335	9.9009	-0.220271	0.1282	-0.0108557
18354	9.91116	-0.220311	0.1282	-0.0108555
18373	9.92142	-0.220358	0.128201	-0.0108549
18392	9.93168	-0.220421	0.128201	-0.0108537
18411	9.94194	-0.220466	0.128202	-0.0108532
18430	9.9522	-0.220505	0.128203	-0.0108531
18449	9.96246	-0.220554	0.128203	-0.0108523
18468	9.97272	-0.220615	0.128204	-0.0108512
18487	9.98298	-0.220657	0.128205	-0.0108509
18506	9.99324	-0.220695	0.128206	-0.0108507
18525	10.0035	0	0	0
18544	10.0138	0	0	0
18563	10.024	0	0	0
18582	10.0343	0	0	0
18601	10.0445	0	0	0
18620	10.0548	0	0	0
18639	10.0651	0	0	0
18658	10.0753	0	0	0
18677	10.0856	0	0	0
